"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Fast Encoding and Decoding Algorithms for Arbitrary <inline-formula> <tex-math notation=""LaTeX"">$(n,k)$ </tex-math></inline-formula> Reed-Solomon Codes Over <inline-formula> <tex-math notation=""LaTeX"">$\mathbb{F}_{2^m}$ </tex-math></inline-formula>","N. Tang; Y. Lin","Huawei Technologies Company Ltd., Shenzhen, China; Huawei Technologies Company Ltd., Shenzhen, China","IEEE Communications Letters","9 Apr 2020","2020","24","4","716","719","Recently, a new polynomial basis over finite fields was proposed such that the computational complexity of the fast Fourier transform (FFT) is O(n log n). Based on FFTs, the encoding and decoding algorithms for Reed-Solomon (RS) codes were proposed, which are shown to have the lowest computational complexity in the literature. However, these algorithms require that the code length and the number of parity symbols must be power of two. In this letter, we present the encoding and decoding algorithms for arbitrary RS codes based on FFTs. Furthermore, these new algorithms also reach the best known complexity bound.","1558-2558","","10.1109/LCOMM.2020.2965453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8955804","Reed-solomon codes;fast fourier transform;decoding algorithm","Complexity theory;Decoding;Encoding;Transforms;Reed-Solomon codes;Laplace equations;Indexes","computational complexity;decoding;fast Fourier transforms;polynomials;Reed-Solomon codes","fast Fourier transform;parity symbols;polynomial basis;Reed-Solomon codes;fast encoding;FFTs;arbitrary RS codes;decoding algorithms;code length;lowest computational complexity","","1","","4","IEEE","10 Jan 2020","","","IEEE","IEEE Journals"
"A decoding method based on RNN for OvTDM","Y. Hu; Y. Wang; H. Wang","Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Post and Telecommunications, Beijing 100876, China; Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Post and Telecommunications, Beijing 100876, China; Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Post and Telecommunications, Beijing 100876, China","China Communications","7 May 2020","2020","17","4","1","10","Overlapped X domain multiplexing (OvXDM) is a promising encoding technique to obtain high spectral efficiency by utilizing Inter-Symbol Interference (ISI). However, the computational complexity of Maximum Likelihood Sequence Detection (MLSD) increases exponentially with the growth of spectral efficiency in OvXDM, which is unbearable for practical implementations. This paper proposes an OvTDM decoding method based on Recurrent Neural Network (RNN) to realize fast decoding of OvTDM system, which has lower decoding complexity than the traditional fast decoding method. The paper derives the mathematical model of the OvTDM decoder based on RNN and constructs the decoder model. And we compare the performance of the proposed decoding method with the MLSD algorithm and the Fano algorithm. It's verified that the proposed decoding method exhibits a higher performance than the traditional fast decoding algorithm, especially for the scenarios of a high overlapped multiplexing coefficient.","1673-5447","","10.23919/JCC.2020.04.001","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9089172","overlapped X-domain multiplexing (OvXDM);maximum likelihood sequence detection (MLSD);recurrent neural network (RNN);fast decoding algorithm","Encoding;Maximum likelihood decoding;Multiplexing;Spectral efficiency;Complexity theory;Recurrent neural networks","computational complexity;decoding;intersymbol interference;maximum likelihood detection;maximum likelihood sequence estimation;recurrent neural nets;telecommunication computing","overlapped X domain multiplexing;high overlapped multiplexing coefficient;traditional fast decoding algorithm;decoder model;OvTDM decoder;traditional fast decoding method;lower decoding complexity;OvTDM system;RNN;OvTDM decoding method;OvXDM;maximum likelihood sequence detection;computational complexity;Inter-Symbol Interference;high spectral efficiency;promising encoding technique","","","","","","7 May 2020","","","IEEE","IEEE Magazines"
"Tiles for managing computational complexity of video encoding and decoding","A. Fuldseth; M. Horowitz; S. Xu; K. Misra; A. Segall; M. Zhou",Cisco Systems; eBrisk Video; eBrisk Video; Sharp Laboratories of America; Sharp Laboratories of America; Texas Instruments,"2012 Picture Coding Symposium","7 Jun 2012","2012","","","389","392","In this paper, we introduce the concept of tiles. Tiles are incorporated into the current design of the High Efficiency Video Coding (HEVC) standard being developed by the Joint Collaborative Team on Video Coding (JCT-VC). In the design, tiles are introduced to support high-level parallelism and also to reduce on-chip memory requirements. This paper describes the tile concept and reports results due to the technique.","","978-1-4577-2049-9","10.1109/PCS.2012.6213371","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6213371","Intra prediction;Video coding;Parallel decoding","Tiles;Encoding;Decoding;Parallel processing;Video coding;System-on-a-chip;Memory management","computational complexity;decoding;video coding","computational complexity;video encoding;video decoding;high efficiency video coding;HEVC standard;joint collaborative team on video coding;JCT-VC;high level parallelism;on-chip memory requirements;tile concept","","5","3","10","","7 Jun 2012","","","IEEE","IEEE Conferences"
"Conformal mapping applied to encoding and decoding of images","A. H. F. Silva; U. F. Silva; W. P. Calixto; A. S. Magalhães; A. J. Alves","Computer Engineering, Federal University of Goias (UFG), Goiania, Brazil; Computer Engineering, Federal Institute of Goias, Formosa, Brazil; Industrial Automation, Federal Institute of Goias, Goiania, Brazil; Electrical Engineering, Federal Institute of Goias, Goiania, Brazil; Electrical Engineering, Federal Institute of Goias, Goiania, Brazil","2017 CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)","21 Dec 2017","2017","","","1","5","This work presents images encoding and decoding using the theory of conformal mapping. The conformal mapping theory made changes in the domain of problems without modifying physical characteristics between the domains. Images were utilized and are transported between domains using transformation functions like encrypt keys. Developed method showed to be able to preserve original images characteristics with no loss or minimal loss of quality.","","978-1-5386-3123-2","10.1109/CHILECON.2017.8229725","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8229725","Conformal Mapping;Encoding;Decoding;Image processing;Data security","Image coding;Decoding;Image color analysis;Conformal mapping;Distortion;Cryptography;Encoding","conformal mapping;image coding;transforms","conformal mapping theory;physical characteristics;original images characteristics;images encoding;images decoding;transformation functions","","","","9","","21 Dec 2017","","","IEEE","IEEE Conferences"
"A Sparse Encoding and Phaseless Decoding Approach for Fast Mmwave Beam Alignment","X. Li; J. Fang; H. Duan; H. Li",University of Electronic Science and Technology of China; University of Electronic Science and Technology of China; University of Electronic Science and Technology of China; Stevens Institute of Technology,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","17 Apr 2019","2019","","","4714","4718","The problem of beam alignment for millimeter wave (mm-Wave) communications is studied in this paper. We show that, by exploiting the sparse scattering nature of mmWave channels, the beam alignment problem can be formulated as a sparse encoding and phaseless decoding problem, which involves finding a sparse sensing matrix and an efficient recovery algorithm to recover the support and magnitude of the s-parse signal from compressive phaseless measurements. We develop a general function-Code (GF-Code) algorithm for s-parse encoding and phaseless decoding. Simulation results are provided to corroborate the effectiveness of the proposed GF-Code method.","2379-190X","978-1-4799-8131-1","10.1109/ICASSP.2019.8682482","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8682482","mmWave communications;beam alignment;sparse encoding and phaseless decoding","Decoding;Sparse matrices;Transmitters;Encoding;Bipartite graph;Array signal processing;Millimeter wave communication","compressed sensing;decoding;encoding;millimetre wave communication;sparse matrices","millimeter wave communications;sparse scattering nature;mmWave channels;beam alignment problem;sparse encoding;phaseless decoding problem;sparse sensing matrix;compressive phaseless measurements;general function-Code algorithm;s-parse encoding;phaseless decoding approach;fast mmwave beam alignment","","","","21","","17 Apr 2019","","","IEEE","IEEE Conferences"
"Encoding of Korean characters with less radix in format-preserving encryption","K. Kim; S. Lee","Cryptography Research Section, ETRI, Daejeon, Korea; Cryptography Research Section, ETRI, Daejeon, Korea","2015 International Conference on Information and Communication Technology Convergence (ICTC)","17 Dec 2015","2015","","","1075","1077","In this paper, we suggest how to efficiently convert a Korean character string into an encoded numeral string for format-preserving encryption (FPE). We also present a decoding method that transforms the encoded numeral string into the data string with the original format. When Korean characters as well as English alphabets, numbers, and special characters are used in letters consisting of input of FPE, a radix by using our proposal is just 189 in EUC-KR and 163 in UTF-8, while the existing sequential encoding method requires radix 2,445 and 11,267, respectively. According to our proposal, the plaintext string containing Korean character encrypts the ciphertext string that retains its original length. Likewise, the ciphertext string decrypts the plaintext string with the same length and character type. Moreover, less radix than the existing method offers the better FPE performance.","","978-1-4673-7116-2","10.1109/ICTC.2015.7354741","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7354741","format-preserving encryption;NIST FPE;Korean character;encode;decode;radix;EUC-KR;UTF-8","Encoding;NIST;Encryption;Indexes;Decoding;Ciphers","character recognition;cryptography;decoding;image coding","less radix Korean character encoding;format-preserving encryption;Korean character string into encoded numeral string conversion;decoding method;English alphabets;numbers;special characters;EUC-KR;UTF-8;sequential encoding method;ciphertext string;plaintext string decryption","","2","","7","","17 Dec 2015","","","IEEE","IEEE Conferences"
"Encoding and decoding algorithm of LT codes based on chaotic combination and redundancies","Hongfeng Gao; Ge Shi","Henan University of Science and Technology, Electronic & Information Engineering College, Luoyang China; Henan University of Science and Technology, Electronic & Information Engineering College, Luoyang China","2011 2nd International Conference on Artificial Intelligence, Management Science and Electronic Commerce (AIMSEC)","5 Sep 2011","2011","","","3953","3956","According to the traditional encoding and decoding algorithm of LT codes, the degrees and the sets of neighbors of the encoding symbols are chosen uniformly at random via linear congruential method (LCG). The random series generated through this way have poor independence and the disadvantage of correlation between its period and the word size of computer. Those problems considered, chaos map is applied in the implementation of LT codes. The design of the encoding and decoding algorithm of LT codes is based on chaotic combination. In this way, the choice of degrees and the sets of neighbors of the encoding symbols will bring better result. Meanwhile, the exploiting redundancies method is applied to improve the performance of LT decoding. Simulation results show that the encoding and decoding algorithm of LT does based on chaotic combination has the advantage of smaller header packets costs, easier realization. What's more, its efficiency is higher than that of LCG method. When the number of source samples is small, applying the exploiting redundancies method will further reduce the decoding overhead.","","978-1-4577-0536-6","10.1109/AIMSEC.2011.6009899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6009899","chaotic combination;LT codes;kent map;parabolic map;pesudo-random cumber generator;exploiting redundancies method","Encoding;Decoding;Algorithm design and analysis;Redundancy;Complexity theory;Chaotic communication","chaos;decoding;linear codes;random codes;redundancy;transform coding","LT codes;decoding algorithm;encoding symbol algorithm;linear congruential method;chaotic combination;redundancy method;header packets costs;Luby transform codes;random series code","","","","6","","5 Sep 2011","","","IEEE","IEEE Conferences"
"Encoding/decoding strategies for frequency domain chipless RFIDs employing periodic surfaces","F. Costa; S. Genovesi; A. Monorchio; G. Manara","Dipartimento di Ingegneria dell'Informazione, University of Pisa, Italy; Dipartimento di Ingegneria dell'Informazione, University of Pisa, Italy; Dipartimento di Ingegneria dell'Informazione, University of Pisa, Italy; Dipartimento di Ingegneria dell'Informazione, University of Pisa, Italy","2016 URSI International Symposium on Electromagnetic Theory (EMTS)","22 Sep 2016","2016","","","461","463","This paper reviews the main features of chipless RFID tags realized with High-Impedance Surfaces. These tags, which comprise a periodic surface printed on top of a grounded dielectric slab, can be exploited in a number of encoding and decoding schemes. Several encoding methods have been investigated and the results are here analyzed and organized into a broad overview. In particular, the attention is devoted to the physical phenomenon at the basis of each design that is obtained by resorting to absorption, polarization conversion or polarization diversity.","","978-1-5090-2502-2","10.1109/URSI-EMTS.2016.7571426","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7571426","","Encoding;RFID tags;Antennas;Resonant frequency;Surface impedance;Robustness","decoding;electromagnetic wave absorption;encoding;polarisation;radiofrequency identification","encoding-decoding strategies;frequency domain chipless RFID;periodic surfaces;chipless RFID tags;high-impedance surfaces;encoding methods;absorption;polarization diversity;polarization conversion","","","","16","","22 Sep 2016","","","IEEE","IEEE Conferences"
"Zero-Error Tracking Control Under Unified Quantized Iterative Learning Framework via Encoding-Decoding Method","D. Shen; C. Zhang","School of Mathematics, Renmin University of China, Beijing 100872, China (e-mail: dshen@ieee.org); College of Information Science and Technology, Beijing University of Chemical Technology, Beijing 100029, China. He is now with Xiaomi, Beijing, China.","IEEE Transactions on Cybernetics","","2020","PP","99","1","13","This article considers the zero-error tracking problem of quantized iterative learning control for a general networked structure where the data are quantized and transmitted through limited communication channels at both measurement and actuator sides. An encoding and decoding mechanism is introduced into a simple uniform quantizer. The system output is first encoded and quantized and then transmitted to the controller. When the data are received, they are decoded and applied to generate the input for the next iteration. After that, the generated input is transmitted following the same procedure as the output transmission, that is, encoding, quantizing, transmitting, and decoding. For this learning tracking framework, the asymptotic zero-error tracking performance is strictly proved for both infinite- and finite-level uniform quantizers. For practical implementation, a promising selection of the scaling sequences and the associated quantization level for the finite-level case is explicitly defined. Simulations are provided to demonstrate the effectiveness of the proposed schemes.","2168-2275","","10.1109/TCYB.2020.3004187","National Natural Science Foundation of China(grant numbers:61673045); Natural Science Foundation of Beijing Municipality(grant numbers:4152040); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9141368","Encoding and decoding;iterative learning control (ILC);tracking performance;uniform quantizer","Quantization (signal);Actuators;Convergence;Iterative decoding;Encoding;Decoding;Cybernetics","","","","1","","","IEEE","15 Jul 2020","","","IEEE","IEEE Early Access Articles"
"A Novel Low-Complexity Joint Coding and Decoding Algorithm for NB-LDPC Codes","S. Song; J. Tian; J. Lin; Z. Wang","School of Electronic, Science and Engineering, Nanjing University, P. R. China; School of Electronic, Science and Engineering, Nanjing University, P. R. China; School of Electronic, Science and Engineering, Nanjing University, P. R. China; School of Electronic, Science and Engineering, Nanjing University, P. R. China","2019 IEEE International Symposium on Circuits and Systems (ISCAS)","1 May 2019","2019","","","1","5","Non-binary low-density parity-check (NB-LDPC) codes exhibit a much better performance than their binary counterparts, especially for moderate codeword length and high-order modulation. However, their decoding algorithms suffer from very high computational complexity. In this paper, a low-complexity algorithm is proposed, named parity-check erased algorithm (PCEA), where an additional parity check bit is added to each symbol of the codeword when encoding and a series of simple operations are performed based on these bits during decoding. As a universal joint coding and decoding algorithm, the PCEA can be combined with arbitrary NB-LDPC encoding schemes and decoding algorithms based on message passing. The proposed algorithm facilitates significant improvement of decoding performance with a small decrease of the code rate. Additionally, it usually has an even better performance than a nearly same-rate code constructed by the original method, and requires much lower decoding complexity due to smaller size of the parity check matrix.","2158-1525","978-1-7281-0397-6","10.1109/ISCAS.2019.8702165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8702165","Non-binary low-density parity-check codes;additional parity check bits;joint coding and decoding algorithm;low complexity","Decoding;Encoding;Iterative decoding;Simulation;Computational complexity","computational complexity;decoding;message passing;parity check codes","NB-LDPC codes;moderate codeword length;high-order modulation;high computational complexity;arbitrary NB-LDPC encoding schemes;decoding performance;code rate;parity check matrix;decoding complexity;universal joint coding and decoding algorithm;parity check bit;parity-check erased algorithm;non-binary low-density parity-check codes;novel low-complexity joint coding and decoding algorithm","","2","","15","","1 May 2019","","","IEEE","IEEE Conferences"
