"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Encoding and Decoding Schemes in Communication Systems using Orthogonal Coding for Noise Immunity’s Increase","A. V. Rabin","Saint-Petersburg State University of Aerospace Instrumentation, Saint Petersburg, Russia","2019 Wave Electronics and its Application in Information and Telecommunication Systems (WECONF)","19 Sep 2019","2019","","","1","4","The objective of the paper is a development and a research of the offered by the author orthogonal coding as a way of noise immunity's increase using the example of the information communication systems with a phase-shift keying. It is shown, that the orthogonal coding allows to provide the required quality of communication with a smaller energy cost. The energy gain in signal-to-noise ratio is provided by more effective use of energy of transmitted signals with the fixed code rate, without increase in complexity and cost of transmitting/receiving schemes. The orthogonal coding is an analogue of convolutional coding over the rational numbers' field. Properties of orthogonality of proposed codes allow to strengthen significance of useful signal with simultaneous weakening of influence of AWGN. Technical realization of orthogonal coding is characterized by low complexity: on each step a decoding process is reduced to calculation of several dot products and comparison with the fixed (zero, in this case) threshold. For this reason, the offered way of coding and design of receiving and transmitting schemes can be implemented in various communication systems.","","978-1-7281-2288-5","10.1109/WECONF.2019.8840610","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8840610","noiseless coding;orthogonal coding;phase-shift keying;spectral efficiency;encoding schemes;decoding schemes.","Encoding;Decoding;Convolutional codes;Bit error rate;Communication systems;Delays;Signal to noise ratio","AWGN channels;channel coding;convolutional codes;decoding;orthogonal codes;phase shift keying","noise immunity;information communication systems;signal-to-noise ratio;fixed code rate;convolutional coding;orthogonal coding;energy cost;encoding schemes;decoding schemes;transmitting-receiving schemes;AWGN;phase shift keying","","3","","11","","19 Sep 2019","","","IEEE","IEEE Conferences"
"Encoding–Decoding Mechanism-Based Finite-Level Quantized Iterative Learning Control With Random Data Dropouts","N. Huo; D. Shen","College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China","IEEE Transactions on Automation Science and Engineering","1 Jul 2020","2020","17","3","1343","1360","Learning control is investigated to solve the tracking problem for linear systems via unreliable networks with random data dropouts. By using an encoding-decoding mechanism-based finite-level uniform quantizer, the communication burden is remarkably reduced while retaining a precise tracking performance. An intermittent update principle is adopted in both the encoding-decoding mechanism and the learning control algorithm to handle the effects of data dropouts. A special case, in which no consecutive dropouts exist along the iteration axis, is provided first and then extended to a general case, in which bounded consecutive data dropouts are allowed. A precise analysis of the maximum range of the finite-level quantizer and the associated asymptotical convergence is conducted. Illustrative simulations demonstrate the validity of the proposed framework.","1558-3783","","10.1109/TASE.2019.2949200","National Natural Science Foundation of China(grant numbers:61673045); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901390","Encoding and decoding mechanism;iterative learning control (ILC);random data dropouts;uniform quantizer","Quantization (signal);Decoding;Convergence;Couplings;Iterative decoding;Encoding;Communication networks","decoding;encoding;iterative learning control;iterative methods;linear systems;quantisation (signal);random processes","encoding-decoding mechanism-based finite-level quantized iterative learning control;random data dropouts;encoding-decoding mechanism-based finite-level uniform quantizer;linear systems;iteration axis","","3","","27","IEEE","14 Nov 2019","","","IEEE","IEEE Journals"
"Experimental demonstration of free-space optical communications using orbital angular momentum (OAM array encoding/decoding","S. Li; Z. Xu; J. Liu; N. Zhou; Y. Zhao; L. Zhu; F. Xia; J. Wang","Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China; Wuhan National Laboratory for Optoelectronics, School of Optical and Electronic Information, Huazhong University of Science and Technology, Wuhan 430074, Hubei, China","2015 Conference on Lasers and Electro-Optics (CLEO)","13 Aug 2015","2015","","","1","2","We present a novel free-space communication link using orbital angular momentum (OAM) array encoding/decoding. By employing an array with 4 spatial locations each with 5 possible OAM beams, we experimentally demonstrate a high base OAM encoding/decoding with 625 states for free-space optical communications.","2160-8989","978-1-55752-968-8","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7183471","","Arrays;Encoding;Decoding;Laser beams;Optical fiber communication;Optical fibers","angular momentum;decoding;encoding;laser beams;optical links","free-space optical communications;orbital angular momentum array encoding;OAM array decoding;OAM beams;free-space communication link","","","","10","","13 Aug 2015","","","IEEE","IEEE Conferences"
"Implementation of reception and real-time decoding of ASDM encoded and wirelessly transmitted signals","K. Ozols","Institute of Electronics and Computer Science, 14 Dzerbenes Str., LV-1006, Riga, Latvia","2015 25th International Conference Radioelektronika (RADIOELEKTRONIKA)","22 Jun 2015","2015","","","236","239","This paper describes an implementation of reception and real-time decoding of Asynchronous Sigma-Delta modulator (ASDM) encoded and wirelessly (On-off keying) transmitted signals. By using Fast reconstruction algorithm it is possible to reconstruct the original signal ≈ 25 times faster than by Classical reconstruction algorithm, if the signal lenght is 1 second, and ≈ 61, ≈ 130 and ≈ 228 times faster, if the length of the signal is 2, 4 and 8 seconds, respectively. Developed overall system consists of 3 parts - superheterodyne receiver, digitizer, PC with adaptive data reconstruction algorithm. Real-time decoding algorithm, which consist of data acquistion, filtering, processing, reconstruction and vizualization is implemented in LabView as a virtual instrument with graphical user interface (GUI).","","978-1-4799-8119-9","10.1109/RADIOELEK.2015.7129020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7129020","asynchronous sigma delta modulator;time encoding;signal-dependent sampling;real-time decoding","Reconstruction algorithms;Wireless communication;Real-time systems;Decoding;Sigma-delta modulation;Wireless sensor networks;Graphical user interfaces","amplitude shift keying;data acquisition;data visualisation;decoding;electrocardiography;electroencephalography;electromyography;electro-oculography;filtering theory;graphical user interfaces;medical signal detection;medical signal processing;sigma-delta modulation;signal reconstruction;signal sampling;virtual instrumentation","real-time decoding algorithm;ASDM encoded reception;wirelessly transmitted signals;asynchronous sigma-delta modulator;fast reconstruction algorithm;signal reconstruction;superheterodyne receiver;digitizer;PC-with-adaptive data reconstruction algorithm;data acquisition;data filtering;data processing;data reconstruction;data visualization;LabView;virtual instrument;graphical user interface;GUI;signal-dependent sampling;biopotential;electrocardiography;electromyography;electrooculography;electroencephalography","","2","","11","","22 Jun 2015","","","IEEE","IEEE Conferences"
"Android app for arithmetic encoding and decoding","P. Vyshnavi; P. T. Selvi; R. Gandhiraj",Amrita School Of Engineering; Amrita School Of Engineering; Coimbatore Amrita Vishwa Vidyapeetam University,"2016 International Conference on Communication and Signal Processing (ICCSP)","24 Nov 2016","2016","","","0731","0735","This project aims to develop an Android application which performs arithmetic encoding and decoding. The application is mainly developed for learning purpose. Arithmetic coding is superior in most respects to the commonly used Huffman method. Its performance is efficient without the need of high number of data bits. The application comprises of five inputs which includes the probabilities of four different symbols and the fifth input which takes in the sequence of the data that is to be encoded. This application helps the user to access and use the Arithmetic encoding technique for various probabilities.","","978-1-5090-0396-9","10.1109/ICCSP.2016.7754241","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7754241","Android App;Arithmetic Decoding;Arithmetic Encoding;Emulator and Information Coding and Theory","Encoding;Smart phones;Decoding;Java;Layout;Algorithm design and analysis;Androids","arithmetic;computer aided instruction;mathematics computing;mobile computing;probability;smart phones","Android application;arithmetic encoding;arithmetic decoding;learning purpose;symbol probability","","","","7","","24 Nov 2016","","","IEEE","IEEE Conferences"
"Joint Encoding/Decoding Algorithm Design Based on Hidden Information for Short-Length LT Codes","Z. Zhang; H. Cao","The 28th Research Institute of China Electronics Technology Group Corporation, Nanjing, Jiangsu, 210001, P.R.China; The 28th Research Institute of China Electronics Technology Group Corporation, Nanjing, Jiangsu, 210001, P.R.China","2018 IEEE 4th International Conference on Computer and Communications (ICCC)","1 Aug 2019","2018","","","2495","2499","To handle problems of the low encoding efficiency and the high decoding cost in short-length LT code, a novel joint encoding and decoding optimization method is proposed in this paper. Based on the weighted statistical probability value of original information groups, the encoding optimization algorithm targeting at transmitting original information groups uniformly is presented at the transmitter. And a multi-layer decoding algorithm with vary number of layers, which utilizes the the redundancy information in the stopping set is proposed to achieve a tradeoff between the computation complexity and the redundancy cost at the receiver. Simulation results under different conditions demonstrate that the proposed encoding and decoding optimization method could improve the encoding efficiency significantly and could reduce the decoding overhead effectively.","","978-1-5386-8339-2","10.1109/CompComm.2018.8781031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8781031","joint algorithm;hidden information;short length;LT codes","Encoding;Decoding;Germanium;Distribution functions;Redundancy;Computational complexity;Simulation","codes;computational complexity;decoding;optimisation;probability","short-length LT code;low encoding efficiency;high decoding cost;weighted statistical probability value;encoding optimization algorithm;transmitting original information groups;multilayer decoding algorithm;redundancy information;redundancy cost;novel joint encoding and decoding optimization method;stopping set","","","","13","","1 Aug 2019","","","IEEE","IEEE Conferences"
"Encoding and decoding for turbo-like codes","J. Bas","Centre Tecnològic de Telecomunicacions (CTTC), Av. Carl Friedrich Gauss s/n, Parc de la Mediterrània, Castelldefels, (Barcelona), Spain","2012 IEEE 17th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD)","22 Oct 2012","2012","","","153","155","Generally, the major part of communication systems use Turbo Codes (TC) and/or Low-Density Parity-Check (LDPC) codes to protect the data to transmit (e.g. 3GPP-LTE, IEEE 802.11p, IEEE 802.16, etc). Given that these coding strategies share similarities (e.g. two stage iterative decoding, Log-Likelihood Ratio based, etc.) in their respective encoding and decoding parts it is possible to express one code in terms of the other one. However, this conversion has some constraints, which have been formulated in this paper for different structures of convolutional codes. If these constraints are fulfilled the Bit Error Rate (BER) of Turbo Code using Believe Propagation (BP) decoding is quite similar to that offers the Bahl-Cocke-Jelinek-Raviv (BCJR) decoding.","2378-4873","978-1-4673-3125-8","10.1109/CAMAD.2012.6335318","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6335318","LDPC;Turbo-Code;Reconfigurable Physical Layer","Generators;Convolutional codes;Turbo codes;Feedforward neural networks;Polynomials;Decoding","convolutional codes;encoding;error statistics;iterative decoding;parity check codes;turbo codes","encoding;turbo-like codes;communication systems;turbo codes;low-density parity-check codes;LDPC codes;3GPP-LTE;IEEE 802.11p;IEEE 802.16;coding strategy;stage iterative decoding;log-likelihood ratio;convolutional codes;bit error rate;BER;believe propagation decoding;BP decoding;Bahl-Cocke-Jelinek-Raviv decoding;BCJR decoding","","","","6","","22 Oct 2012","","","IEEE","IEEE Conferences"
"Concatenated LDPC-polar codes decoding through belief propagation","S. M. Abbas; Y. Fan; J. Chen; C. Tsui","VLSI Research Laboratory, Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology (HKUST), Hong Kong; VLSI Research Laboratory, Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology (HKUST), Hong Kong; VLSI Research Laboratory, Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology (HKUST), Hong Kong; VLSI Research Laboratory, Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology (HKUST), Hong Kong","2017 IEEE International Symposium on Circuits and Systems (ISCAS)","28 Sep 2017","2017","","","1","4","Owing to their capacity-achieving performance and low encoding and decoding complexity, polar codes have drawn much research interests recently. Successive cancellation decoding (SCD) and belief propagation decoding (BPD) are two common approaches for decoding polar codes. SCD is sequential in nature while BPD can run in parallel. Thus BPD is more attractive for low latency applications. However BPD has some performance degradation at higher SNR when compared with SCD. Concatenating LDPC with Polar codes is one popular approach to enhance the performance of BPD, where a short LDPC code is used as an outer code and Polar code is used as an inner code. In this work we propose a new way to construct concatenated LDPC-Polar code, which not only outperforms conventional BPD and existing concatenated LDPC-Polar code but also shows a performance improvement of 0.5 dB at higher SNR regime when compared with SCD.","2379-447X","978-1-4673-6853-7","10.1109/ISCAS.2017.8050835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8050835","Polar Codes;Belief Propagation Decoding (BPD);Low-Density Parity Check Codes (LDPC codes);successive cancellation decoding (SCD);Concatenated codes","Parity check codes;Decoding;Complexity theory;Belief propagation;Encoding;Signal to noise ratio;Reliability","belief networks;concatenated codes;decoding;encoding;parity check codes","concatenated LDPC-polar codes decoding;encoding complexity;successive cancellation decoding;SCD;belief propagation decoding;BPD;performance degradation;outer code;inner code","","5","","14","","28 Sep 2017","","","IEEE","IEEE Conferences"
"Bidirectional Viterbi decoding algorithm for OvTDM","H. Wang; Y. Wang; Y. Hu","Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing 100876, China; Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing 100876, China; Key Laboratory of Universal Wireless Communication, Ministry of Education, Beijing University of Posts and Telecommunications, Beijing 100876, China","China Communications","24 Jul 2020","2020","17","7","183","192","Overlapped time domain multiplexing (OvTDM) is an innovative encoding scheme that can obtain high spectral efficiency. However, the intentional inter-symbol interference (ISI) caused by OvTDM will make the decoding process more complex. The computational complexity of maximum likelihood sequence detection increases exponentially with the growth of spectral efficiency in OvTDM. As a consequence of high complexity, the decoding effort for a given spectral efficiency may occasionally exceed the physical limitations of the decoder, leading inevitably to buffer overflows and information erasures. In this paper, we propose a bidirectional Viterbi algorithm (BVA) based on the bidirectional sequence decoding for OvTDM. With the BVA, the decoding operation starts simultaneously from the both ends of the corresponding trellis and stops at the middle of trellis. The simulation results show that compared with Viterbi algorithm (VA), the decoding time of BVA can be reduced by about half. And the memory space of two decoders in BVA are about half of that in VA, which means that the BVA has lower memory requirements for decoder. And the decoding performance of BVA is almost the same as VA.","1673-5447","","10.23919/J.CC.2020.07.013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9147142","overlapped time domain multiplexing (OvTDM);Viterbi algorithm (VA);bidirectional Viterbi algorithm (BVA);decoding performance","Maximum likelihood decoding;Spectral efficiency;Viterbi algorithm;Convolutional codes;Encoding;Multiplexing","computational complexity;encoding;maximum likelihood detection;time division multiplexing;trellis codes;Viterbi decoding","OvTDM;BVA;bidirectional sequence;bidirectional Viterbi decoding algorithm;overlapped time domain multiplexing;innovative encoding scheme;spectral efficiency;intentional inter-symbol interference;decoding process;computational complexity;maximum likelihood sequence detection","","","","","","24 Jul 2020","","","IEEE","IEEE Magazines"
"Decoding Position to Analyze Spatial Information Encoding in a Large-Scale Neuronal Network Model of Rat Dentate Gyrus","G. J. Yu; J. -M. C. Bouteiller; D. Song; T. W. Berger","Department of Biomedical Engineering, Center for Neural Engineering, University of Southern California, CA, Los Angeles, 90089, USA; Department of Biomedical Engineering, Center for Neural Engineering, University of Southern California, CA, Los Angeles, 90089, USA; Department of Biomedical Engineering, Center for Neural Engineering, University of Southern California, CA, Los Angeles, 90089, USA; Department of Biomedical Engineering, Center for Neural Engineering, University of Southern California, CA, Los Angeles, 90089, USA","2018 40th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","28 Oct 2018","2018","","","6137","6140","Spatial information is encoded by the hippocampus, and the factors that contribute to the amount of information that can be encoded and the transformation of spatial information through the trisynaptic circuit remain an important issue. A large-scale neuronal network model of the rat entorhinal-dentate system was developed with multicompartmental representations of the neurons within the dentate gyrus. Spatial information was introduced to the network via grid cell activity, and the spatial information encoding capabilities of the network were assessed using a recursive decoding algorithm to estimate the position of a virtual rat using the dentate activity. To obtain a measure for the information that the network could convey, decoding error was calculated for different decoding population sizes. Decoding error decreased exponentially as a function of population size. Therefore, the time constant and the asymptote of the error curve could be used as metrics to compare the changes in encoding performance. In conjunction with the large-scale model, this paradigm can be used to characterize how neural properties, network composition, and the interactions between different subfields affect spatial information encoding.","1558-4615","978-1-5386-3646-6","10.1109/EMBC.2018.8513576","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8513576","","Neurons;Sociology;Statistics;Firing;Rats;Decoding;Encoding","decoding;encoding;neural nets;neurophysiology","large-scale neuronal network model;rat entorhinal-dentate system;spatial information encoding capabilities;recursive decoding algorithm;network composition;hippocampus;trisynaptic circuit;grid cell activity","Algorithms;Animals;Dentate Gyrus;Entorhinal Cortex;Neurons;Rats","1","","18","","28 Oct 2018","","","IEEE","IEEE Conferences"
"Enhancing the functionality of the procedures of encoding and decoding BCH codes","O. P. Malofey; A. O. Malofey; A. E. Shangina","Department of Higher Mathematics, North-Caucasus Federal University, Stavropol, Russian; Department of Higher Mathematics, North-Caucasus Federal University, Stavropol, Russian; Department of Higher Mathematics, North-Caucasus Federal University, Stavropol, Russian","2017 International Conference "Quality Management,Transport and Information Security, Information Technologies" (IT&QM&IS)","30 Oct 2017","2017","","","243","246","The possibility of describing the encoding and decoding procedures Bose-Chaudhuri-Hocquenghem codes using the summation operations modulo 2 is researched. This allows you to simplify these procedures and improve efficiency by correcting the error of the triplicate. There identified coding equations and triangular match tables: the syndrome - the distortion of the position.","","978-1-5386-0703-9","10.1109/ITMQIS.2017.8085804","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8085804","encoding;decoding;syndrome;BCH codes;generating and parity check matrix","Encoding;Decoding;Error correction codes;Mathematical model;Telecommunications;Information processing;Data communication","BCH codes;decoding","encoding;coding equations;decoding;BCH codes;Bose-Chaudhuri-Hocquenghem codes;summation operations modulo 2","","2","","10","","30 Oct 2017","","","IEEE","IEEE Conferences"
"The encode and decode theory of polar code and its performance simulating","X. Du; X. Xu","Communication Engineering, Anhui University, Hefei, China; Communication Engineering, Anhui University, Hefei, China","2016 8th IEEE International Conference on Communication Software and Networks (ICCSN)","10 Oct 2016","2016","","","24","27","Based on the channel combination and split, the binary discrete channel will come up a channel polarization phenomenon, when the number of combined channels tends to infinity, part of the channels will become ideal channel without any noise and another part of the channels will became pure noisy channel. The polarization code is a kind of channel coding method based on channel polarization, which can reach Shannon limit in theory. The paper introduced the process of channel polarization, the generations of the generator matrix and the encode method of polar code; besides, it explain a decoding method called succession cancellation, according to any given a GN-cosset code, the estimated received-code can be solved out by calculating each level's LR. Finally, it simulated the channel capacity of polar code under binary erasure channel with MATLAB, as well, it simulated and analyzed d the influence of coding rate for the performance of polar code.","","978-1-5090-1781-2","10.1109/ICCSN.2016.7586660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7586660","channel polarization;polar encoding;SC decoding;MATLAB simulating","Decoding;Channel coding;Channel capacity;Complexity theory;Noise measurement;Generators","binary codes;channel coding;decoding;polarisation","decode theory;encode theory;polar code;channel combination;binary discrete channel;polarization code;noisy channel;channel coding method;channel polarization;encode method;succession cancellation;GN-cosset code;channel capacity;binary erasure channel;MATLAB","","2","","8","","10 Oct 2016","","","IEEE","IEEE Conferences"
