"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Leveraging Unlabeled Data for Emotion Recognition With Enhanced Collaborative Semi-Supervised Learning","Z. Zhang; J. Han; J. Deng; X. Xu; F. Ringeval; B. Schuller","Group on Language, Audio & Music, Imperial College London, London, U.K.; ZD.B Chair of Embedded Intelligence for Health Care and Wellbeing, University of Augsburg, Augsburg, Germany; audEERING GmbH, Gilching, Germany; School of Internet of Things, Nanjing University of Posts and Telecommunications, Nanjing, China; Laboratoire d’Informatique de Grenoble, Université Grenoble Alpes, Saint-Martin-d’Hères, France; Group on Language, Audio & Music, Imperial College London, London, U.K.","IEEE Access","9 May 2018","2018","6","","22196","22209","One of the major obstacles that has to be faced when applying automatic emotion recognition to realistic human-machine interaction systems is the scarcity of labeled data for training a robust model. Motivated by this concern, this paper seeks to utmost exploit unlabeled data that are pervasively available in the real-world and easy to be collected, by means of novel semi-supervised learning (SSL) approaches. Conventional SSL methods such as self-training, suffer from their inherent drawback of error accumulation, i.e., the samples that are misclassified by the system are continuously employed to train the model in the following learning iterations. To address this major issue, we first propose an enhanced learning strategy, by which we re-evaluate the previously automatically labeled samples in each learning iteration, in order to update the training set by correcting the mislabeled samples. We further exploit multiple modalities and models in the SSL system, by using collaborative SSL, where all modalities and models are considered simultaneously; samples are selected by means of minimizing the joint entropy. This strategy is supposed to not only improve the performance of the model for data annotation and consequently enhance the trustability of the automatically labeled data, but also to elevate the diversity of selected data. To evaluate the effectiveness of the proposed approaches, we performed extensive experiments on the remote collaborative and affective database, which includes multimodal recordings of spontaneous affective interactions of dyads. The empirical results show that the proposed approaches significantly outperform recently well-established SSL methods.","2169-3536","","10.1109/ACCESS.2018.2821192","Economic and Social Research Council(grant numbers:HJ-253479); H2020 European Research Council(grant numbers:645094); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8345573","Enhanced semi-supervised learning;collaborative learning;audiovisual emotion recognition","Emotion recognition;Data models;Training;Predictive models;Semisupervised learning;Entropy;Collaboration","emotion recognition;interactive systems;learning (artificial intelligence)","realistic human-machine interaction systems;error accumulation;learning iteration;enhanced learning strategy;automatically labeled samples;mislabeled samples;multiple modalities;collaborative SSL;data annotation;automatically labeled data;selected data;remote collaborative;automatic emotion recognition;unlabeled data leveraging;enhanced collaborative semisupervised learning","","6","","57","CCBY","24 Apr 2018","","","IEEE","IEEE Journals"
"ST 340:2015 - SMPTE Standard - Format for Non-PCM Audio and Data in AES3 — ATSC A/52 Digital Audio Compression Standard for AC-3 and Enhanced AC-3 Data Types","",,"ST 340:2015","19 Oct 2015","2015","","","1","12","This standard specifies data type specific format requirements for both AC-3 and E-AC-3 (“Enhanced AC-3”) data bursts carried within an AES3 interface according to SMPTE ST 337.","","978-1-61482-871-6","10.5594/SMPTE.ST340.2015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7290786","Sound;Interface;Compression;AES;SDI","","","","","","","7","","19 Oct 2015","","","SMPTE","SMPTE Standards"
"Information fusion based on kernel entropy component analysis in discriminative canonical correlation space with application to audio emotion recognition","L. Gao; L. Qi; L. Guan","School of Information Engineering, Zhengzhou University; School of Information Engineering, Zhengzhou University; Department of Electrical and Computer Engineering, Ryerson University","2016 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","19 May 2016","2016","","","2817","2821","As an information fusion tool, Kernel Entropy Component Analysis (KECA) is realized by using descriptor of information entropy and optimized by entropy estimation. However, as an unsuper-vised method, it merely puts the information or features from different channels together without considering their intrinsic structures and relations. In this paper, we introduce an enhanced version of KECA for information fusion, KECA in Discriminative Canonical Correlation Space (DCCS). Not only the intrinsic structures and discriminative representations are considered, but also the natural representations of input data are revealed by entropy estimation, leading to improved recognition accuracy. The effectiveness of the proposed solution is evaluated through experiments on two audio emotion databases. Experimental results show that the proposed solution outperforms the existing methods based on similar principles.","2379-190X","978-1-4799-9988-0","10.1109/ICASSP.2016.7472191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7472191","Information fusion;emotion recognition;kernel entropy component analysis;discriminative canonical correlation space","Emotion recognition;Kernel;Databases;Entropy;Correlation;Feature extraction;Principal component analysis","audio signal processing;correlation methods;emotion recognition;entropy;principal component analysis;sensor fusion","information fusion tool;kernel entropy component analysis;KECA;discriminative canonical correlation space;audio emotion recognition;entropy estimation;audio emotion databases","","3","","13","","19 May 2016","","","IEEE","IEEE Conferences"
"Projection-Based Demixing of Spatial Audio","D. FitzGerald; A. Liutkus; R. Badeau","Cork School of Music, Cork Institute of Technology, Cork, Ireland; Inria, Nancy Grand-Est, Multispeech Team, LORIA UMR 7503, Université de Lorraine, Nancy, France; LTCI, CNRS, Télécom ParisTech, Université Paris-Saclay, Paris, France","IEEE/ACM Transactions on Audio, Speech, and Language Processing","20 May 2017","2016","24","9","1560","1572","We propose a method to unmix multichannel audio signals into their different constitutive spatial objects. To achieve this, we characterize an audio object through both a spatial and a spectro-temporal modeling. The particularity of the spatial model we pick is that it neither assumes an object has only one underlying source point, nor does it attempt to model the complex room acoustics. Instead, it focuses on a listener perspective, and takes each object as the superposition of many contributions with different incoming directions and interchannel delays. Our spectro-temporal probabilistic model is based on the recently proposed α-harmonisable processes, which are adequate for signals with large dynamics, such as audio. Then, the main originality of this paper is to provide a new way to estimate and exploit interchannel dependences of an object for the purpose of demixing. In the Gaussian α = 2 case, previous research focused on covariance structures. This approach is no longer valid for α <; 2 where covariances are not defined. Instead, we show how simple linear combinations of the mixture channels can be used to learn the model parameters, and the method we propose consists in pooling the estimates based on many projections to correctly account for the original multichannel audio. Intuitively, each such downmix of the mixture provides a new perspective where some objects are canceled or enhanced. Finally, we also explain how to recover the different spatial audio objects when all parameters have been computed. Performance of the method is illustrated on the separation of stereophonic music signals.","2329-9304","","10.1109/TASLP.2016.2570945","research program EDiSon3D(grant numbers:ANR-13-CORD-0008-01); KAMoulox(grant numbers:ANR-15-CE38-0003-01); ANR; French State Agency for research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7473924","Source separation;probabilistic models;nonnegative matrix factorization (NMF);musical source separation;Source separation;probabilistic models;nonnegative matrix factorization (NMF);musical source separation","Delays;Probabilistic logic;Acoustics;Time-frequency analysis;Tensile stress;Microphone arrays","audio signal processing;covariance analysis;probability","projection-based demixing;multichannel audio signals;constitutive spatial objects;listener perspective;interchannel delays;spectro-temporal probabilistic model;α-harmonisable processes;interchannel dependences;covariance structures;mixture channels;spatial audio objects;stereophonic music signals","","11","","46","","19 May 2016","","","IEEE","IEEE Journals"
"Navigational 3D audio-based game-training towards rich auditory spatial representation of the environment","O. Bălan; A. Moldoveanu; F. Moldoveanu; M. Dascălu","Faculty of Automatic Control and Computers, University POLITEHNICA of Bucharest, Bucharest, Romania; Faculty of Automatic Control and Computers, University POLITEHNICA of Bucharest, Bucharest, Romania; Faculty of Automatic Control and Computers, University POLITEHNICA of Bucharest, Bucharest, Romania; Department of Engineering Taught in Foreign Languages, University POLITEHNICA of Bucharest, Bucharest, Romania","2014 18th International Conference on System Theory, Control and Computing (ICSTCC)","15 Dec 2014","2014","","","682","687","As the number of people suffering from visual impairments continuously increases, there is strong need for efficient sensory substitution devices, that can support creating a rich mental spatial depiction of the environment. The use of the auditory sense has proved to be an effective approach towards creating a method of interaction with the elements of the surrounding space in a way which resembles the natural 3D visual representation of normal sighted people. Training is an essential component in the process of employing an auditory-based visual substitution device for blind people, as it helps them to learn and become proficient to process and decode the audio information and convert it into spatial mental representation. Taking into account the well-known advantages of game based learning, we propose a new method of training, consisting in a navigational 3D audio-based game. In this exploratory, goal-directed application, the player has to perform route-navigational tasks under different conditions, with the purpose of training and testing their orientation and mobility skills, relying exclusively on the perception of 3D audio cues. Experimental results showed that this game-based learning strategy leads to substantial improvements and can be a starting point for developing more enhanced sound-based navigational applications. The ludic-oriented, motivational training approach achieved straightforward immersion and concentration on the cognitive depiction of the environment, ensuring behavioral gains in the sound-directed spatial orientation.","","978-1-4799-4601-3","10.1109/ICSTCC.2014.6982496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6982496","3D binaural sound;HRTF;neuroplasticity;audio game;Sensory Substitution Device;Virtual Auditory Display","Games;Three-dimensional displays;Navigation;Training;Visualization;Sonification;Auditory system","acoustic signal processing;audio coding;cognition;computer based training;computer games;handicapped aids;hearing;signal representation","navigational 3D audio-based game-training;auditory spatial representation;visual impairments;sensory substitution devices;mental spatial depiction;auditory sense;natural 3D visual representation;normal sighted people;auditory-based visual substitution device;blind people;audio information decode;spatial mental representation;game based learning;goal-directed application;route-navigational tasks;orientation skills;mobility skills;3D audio cues perception;sound-based navigational applications;ludic-oriented motivational training approach;cognitive depiction;behavioral gains;sound-directed spatial orientation","","5","","22","","15 Dec 2014","","","IEEE","IEEE Conferences"
"FEC-based packet loss recovery for AVS-M audio codec","Jianli Liu; Shenghui Zhao; J. Wang; Jingming Kuang","School of Information and Electronics, Beijing Institute of Technology, China; School of Information and Electronics, Beijing Institute of Technology, China; School of Information and Electronics, Beijing Institute of Technology, China; School of Information and Electronics, Beijing Institute of Technology, China","2011 International Conference on Multimedia Technology","25 Aug 2011","2011","","","3069","3072","In this paper, we utilize sender-based Forward Error Correction (FEC) techniques to enhance the robustness of packet loss recovery for AVS Mobile speech and audio (AVS-M) codec. Two FEC schemes are proposed which take the advantage of the codec's structure characteristics and do not introduce extra delay. The objective and subjective listening tests results show that the two methods achieve higher reconstructed quality than the codec's original frame erasure scheme in the case of packet loss.","","978-1-61284-774-0","10.1109/ICMT.2011.6002009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6002009","AVS-M;packet loss;FEC","Codecs;Speech;Forward error correction;Decoding;Encoding;Redundancy;Robustness","audio coding;forward error correction;mobile radio;speech codecs;speech coding;video codecs;video coding","FEC-based packet loss recovery;AVS-M audio codec;sender-based forward error correction technique;sender-based FEC technique;audio and video coding standard mobile speech and audio codec;codec structure characteristic;objective listening test;subjective listening test;quality reconstruction;codec original frame erasure scheme","","","","6","","25 Aug 2011","","","IEEE","IEEE Conferences"
"Secret key watermarking in WAV audio file in perceptual domain","V. Bibhu; P. K. Kushwaha; R. Kohli; D. Singh","Department of CSE, Amity University, Greater Noida, U.P, India; Department of CSE, Amity University, Greater Noida, U.P, India; Department of CSE, Amity University, Greater Noida, U.P, India; Department of CSE, Amity University, Greater Noida, U.P, India","2015 International Conference on Futuristic Trends on Computational Analysis and Knowledge Management (ABLAZE)","13 Jul 2015","2015","","","629","634","Digital audio watermarking is a system of insertion and detection of the key which called watermarking key in host audio to prove the intellectual property right of the audio files. In this paper I proposed an enhanced method for watermark generation and embedding according to input audio clip. The generated key is embedded in audio clip with sampling rate of 44.1 KHz with consideration of properties of perceptual domain of human auditory system. Audio clip sequences particularly uses th direct sequence spread spectrum by utilizing the concept of watermark key. The embedding algorithm creates 128 samples and calculates masking threshold value. The Fast Fourier Transform operates at 128 points at each samples and single bit of key is added. After that 128 point reverse mode of Fast Fourier Transformation is taken to write the audio samples in output sequences. The extraction algorithm reads both original and watermarked audio clips and matches each bits from both input audio samples to determine the differences. If there is difference, it is considered as key bit difference and extracted.","","978-1-4799-8433-6","10.1109/ABLAZE.2015.7154940","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7154940","Human Auditory System;Discrete Fourier Transform;Fast Fourier Transform;Signal to Mask Ratio;Pulse Code Modulation","Watermarking;Media;Bit rate;Signal to noise ratio;Masking threshold;Standards","audio signal processing;audio watermarking;discrete Fourier transforms","secret key watermarking;WAV audio file;watermark generation;perceptual domain property;human auditory system;audio clip sequences;direct sequence spread spectrum;fast Fourier transform;frequency 44.1 kHz","","","","14","","13 Jul 2015","","","IEEE","IEEE Conferences"
"Audio-based age and gender identification to enhance the recommendation of TV content","S. E. Shepstone; Z. Tan; S. H. Jensen","Bang and Olufsen A/S, Peter Bangs Vej 15, 7600 Struer, Denmark; Department of Electronic Systems, Aalborg University, Niels Jernes Vej 12, 9220 Aalborg, Denmark; Department of Electronic Systems, Aalborg University, Niels Jernes Vej 12, 9220 Aalborg, Denmark","IEEE Transactions on Consumer Electronics","15 Oct 2013","2013","59","3","721","729","Recommending TV content to groups of viewers is best carried out when relevant information such as the demographics of the group is available. However, it can be difficult and time consuming to extract information for every user in the group. This paper shows how an audio analysis of the age and gender of a group of users watching the TV can be used for recommending a sequence of N short TV content items for the group. First, a state of the art audio-based classifier determines the age and gender of each user in an M-user group and creates a group profile. A genetic recommender algorithm then selects for each user in the profile, a single personalized multimedia item for viewing. When the number of items to be presented is different to the number of viewers in the group, i.e. M = N, a novel adaptation algorithm is proposed that first converts the M-user group profile to an N-slot content profile, thus ensuring that items are proportionally allocated to users with respect to their demographic categorization. The proposed system is compared to an ideal system where the group demographics are provided explicitly. Results using real speaker utterances show that, in spite of the inaccuracies of state-of-the-art age-and-gender detection systems, the proposed system has a significant ability to predict an item with a matching age and gender category. User studies were conducted where subjects were asked to rate a sequence of advertisements, where half of the advertisements were randomly selected, and the other half were selected using the audio-derived demographics. The recommended advertisements received a significant higher median rating of 7.75, as opposed to 4.25 for the randomly selected advertisements.","1558-4127","","10.1109/TCE.2013.6626261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6626261","demographic filtering;genetic algorithms;ageidentification;gender identification;proportional recommendation;advertisement","TV;Biological cells;Accuracy;Feature extraction;Statistics;Sociology;Genetic algorithms","audio signal processing;digital television;genetic algorithms;recommender systems;signal classification","audio based age identification;gender identification;TV content;demographic filtering;genetic algorithms;proportional identification;audio analysis;audio based classifier;group profile;genetic recommender algorithm;content profile;demographic categorization;real speaker utterances","","11","1","18","","15 Oct 2013","","","IEEE","IEEE Journals"
"Audio Coding Based on Spectral Recovery by Convolutional Neural Network","S. Shin; S. K. Beack; T. Lee; H. Park","Kwangwoon University, Seoul, Korea; Electronics and Telecommunication Research Institute, Daejeon, Korea; Electronics and Telecommunication Research Institute, Daejeon, Korea; Kwangwoon University, Seoul, Korea","ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","17 Apr 2019","2019","","","725","729","This study proposes a new method of audio coding based on spectral recovery, which can enhance the performance of transform audio coding. An encoder represents spectral information of an input in a time-frequency domain and transmits only a portion of it so that the remaining spectral information can be recovered based on the transmitted information. A decoder recovers the magnitudes of missing spectral information using a convolutional neural network. The signs of missing spectral information are either transmitted or randomly assigned, according to their importance. By combining transmission and recovery of spectral information, the proposed method can enhance the coding performance, compared with conventional transform coding. The subjective performance evaluation shows that, for mono coding at 39.4 kbps, the proposed method provides higher sound quality than the USAC, by an average MUSHRA score of 8.5.","2379-190X","978-1-4799-8131-1","10.1109/ICASSP.2019.8682268","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8682268","audio coding;convolutional neural network;spectral recovery;transform coding","Decoding;Transform coding;Two dimensional displays;Audio coding;Convolutional neural networks;Correlation","audio coding;convolutional neural nets;decoding;neural nets;spectral analysis;transform coding","coding performance;mono coding;spectral recovery;convolutional neural network;time-frequency domain;remaining spectral information;transmitted information;audio coding;spectral information;average MUSHRA score;missing spectral information","","2","","22","","17 Apr 2019","","","IEEE","IEEE Conferences"
"Information Fusion of Audio Emotion Recognition Based on Kernel Entropy Component Analysis in Canonical Correlation Space","L. Gao; L. Qi; L. Guan","Sch. of Inf. Eng., Zhengzhou Univ., Zhengzhou, China; Sch. of Inf. Eng., Zhengzhou Univ., Zhengzhou, China; Dept. of Electr. & Comput. Eng., Ryerson Univ., Toronto, ON, Canada","2015 IEEE International Symposium on Multimedia (ISM)","28 Mar 2016","2015","","","241","244","Kernel Entropy Component Analysis(KECA), an effective information fusion tool, is realized using descriptor of information entropy and optimized by entropy estimation. However, it merely put the information or data from different channels together to achieve the information fusion without considering their intrinsic structures and relations. In this paper, we enhance the performance of KECA by introducing KECA in Canonical Correlation Space (CCS) or KECA+CCS. Not only the intrinsic structures and relations are considered in CCS, but also the nature of input data are revealed by entropy estimation. It improves the recognition accuracy effectively. The effectiveness of the proposed method is evaluated through experimentation on two audio-based emotion databases. The results show that the proposed method outperforms the existing methods based on similar principles.","","978-1-5090-0379-2","10.1109/ISM.2015.129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7442333","Information fusion;emotion recognition;kernel entropy component analysis;canonical correlation space","Kernel;Emotion recognition;Correlation;Entropy;Feature extraction;Databases;Mel frequency cepstral coefficient","audio signal processing;correlation methods;emotion recognition;entropy;operating system kernels","audio-based emotion database;recognition accuracy improvement;CCS;KECA performance enhancement;entropy estimation;information entropy;information fusion tool;canonical correlation space;kernel entropy component analysis;audio emotion recognition information fusion","","","","15","","28 Mar 2016","","","IEEE","IEEE Conferences"
