"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Homomorphic encryption in mobile multi cloud computing","M. Louk; H. Lim","Department of Ubiquitous IT, Graduate School, Dongseo University, Sasang-Gu, Busan 617-716, Korea; Division of Computer and Engineering, Dongseo University, Sasang-Gu, Busan 617-716, Korea","2015 International Conference on Information Networking (ICOIN)","12 Mar 2015","2015","","","493","497","Multi cloud computing has become a new trend for complementing existing cloud computing today. Multi cloud computing is considered safer and more efficient in maintaining data regulation of user(s). The paper discusses the security of mobile multi cloud computing (MMC) and the advantages for mobile user(s), beside that for the data security itself cover with homomorphic encryption which predictable by many researchers as the optimum method for cloud computing environment. The implementation and evaluation of homomorphic encryption in mobile cloud computing are discussed in this paper.","2332-5658","978-1-4799-8342-1","10.1109/ICOIN.2015.7057954","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7057954","Homomorphic Encryption;Mobile;Multi Cloud Computing;Security","Cloud computing;Encryption;Mobile communication;Clouds","cloud computing;cryptography;mobile computing","homomorphic encryption;mobile multicloud computing;data regulation;MMC;data security;optimum method;cloud computing environment","","16","","24","","12 Mar 2015","","","IEEE","IEEE Conferences"
"New Fully Homomorphic Encryption Scheme Based on Multistage Partial Homomorphic Encryption Applied in Cloud Computing","Z. H. Mahmood; M. K. Ibrahem","Comput. Eng. Dept., AL Mamoun Univ. Coll., Baghdad, Iraq; Coll. of Inf. Eng., Al Nahrain Univ., Baghdad, Iraq","2018 1st Annual International Conference on Information and Sciences (AiCIS)","14 Feb 2019","2018","","","182","186","Cloud computing is deemed as one of the most powerful innovations in the computing world, However its usage is still hindered by security concerns. Many types of encryption algorithms were applied in the cloud for securing the data. Data can be stored in the cloud in an encrypted form. So, a new technique called Homomorphic encryption is introduced that allows to apply specific operations on the encrypted data. The paper presents an overview of security issues in cloud computing and utilization of the fully homomorphic encryption technique has drawbacks of large key size and low calculation efficiency, and it is not practical for the secure cloud computing. We build up a hybrid homomorphic encryption scheme based on the GM encryption algorithm which is additively (single bit) homomorphic, and RSA algorithm which is multiplicative homomorphic. The hybridization of homomorphic encryption schemes seems to be an effective way to defeat their limitations and to benefit from their resistance against the confidentiality attacks. This hybridization of homomorphic encryption algorithm lead to increase the speed (2.9) times, reduce the computation time to 66% percentage from previous one, enhanced confidentiality of the data that is stored in the cloud by enhancing security (two layer of encryption methods used) . Since hybrid encryption is utilized high security and authentication is provided.","","978-1-5386-9188-5","10.1109/AiCIS.2018.00043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640952","homomorphic-encryption;-partially-homomorphic-encryption;-hybrid-homomorphic-encryption;-RSA,-Goldwasser-Micali-GM.","Encryption;Cloud computing;Ciphers;Public key;Additives","cloud computing;cryptography","security concerns;encryption algorithms;encrypted form;encrypted data;security issues;fully homomorphic encryption technique;secure cloud computing;hybrid homomorphic encryption scheme;GM encryption algorithm;encryption methods;hybrid encryption;multistage partial homomorphic encryption","","4","","12","","14 Feb 2019","","","IEEE","IEEE Conferences"
"A Comparison of Relic-toolkit and ELiPS Libraries for a Pairing-based Homomorphic Encryption","T. Kanenari; Y. Takahashi; Y. Hashimoto; Y. Kodera; T. Kusaka; Y. Nogami; T. Nakanishi","Graduate School of Natural Science and Technology, Okayama University, Japan; Graduate School of Natural Science and Technology, Okayama University, Japan; Graduate School of Natural Science and Technology, Okayama University, Japan; Graduate School of Natural Science and Technology, Japan; Graduate School of Natural Science and Technology, Okayama University, Japan; Graduate School of Natural Science and Technology, Okayama University, Japan; Graduate School of Engineering, Hiroshima University, Japan","2019 34th International Technical Conference on Circuits/Systems, Computers and Communications (ITC-CSCC)","12 Aug 2019","2019","","","1","4","In recent years, the number of companies are adopting cloud computing service for outsourcing is increasing. On the other hand, there are threats that are like falsification or leakage to data to be kept secret. Therefore, the technologies for managing encrypted data are the attractive topics in the cryptographic field. Among them, functional encryption which is constructed with pairing-based cryptography is closing to the practical stage because pairing operation is getting faster by the recent study of pairing. In addition, there are some pairing libraries which allow a user to introduce the pairing-based cryptography to their system. Nevertheless, they have some differences in several operations. In this paper, we reconstruct pairing-based homomorphic encryption by focusing on features of libraries and examine the performance evaluations of them.","","978-1-7281-3271-6","10.1109/ITC-CSCC.2019.8793446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8793446","Homomorphic encryption;Pairing-based Cryptography;Relic-toolkit;Functional Encryption","Encryption;Libraries;Proposals;Resistance;Public key;Cloud computing","cloud computing;cryptography;outsourcing","relic-toolkit;ELiPS libraries;pairing-based homomorphic encryption;cloud computing service;encrypted data;functional encryption;pairing-based cryptography;pairing operation;pairing libraries","","","","5","","12 Aug 2019","","","IEEE","IEEE Conferences"
"Homomorphic cloud computing scheme based on hybrid homomorphic encryption","X. Song; Y. Wang","International School of Software, Wuhan University, Wuhan, China; International School of Software, Wuhan University, Wuhan, China","2017 3rd IEEE International Conference on Computer and Communications (ICCC)","26 Mar 2018","2017","","","2450","2453","At present, the fully homomorphic encryption method has disadvantages of large key size and low calculation efficiency, and it is not practical for the secure cloud computing. We develop a hybrid cloud computing scheme based on the Paillier algorithm which is additively homomorphic, and RSA encryption algorithm which is multiplicative homomorphic. Customer's calculation requests can be described as the combination of simple add and multiplicative operation and the operands. An Encryption Decryption Machine which running in the private cloud processes the encryption according to the type of the operation and upload the cipher texts to the public cloud. The public cloud process calculation without knowing the exact data. Then we run simulations and analyze the results, and the results show that the scheme is practical and efficient.","","978-1-5090-6352-9","10.1109/CompComm.2017.8322975","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8322975","cloud computing;homomorphic encryption;data security;the private cloud;Paillier;RSA","Cloud computing;Encryption;Servers;Ciphers;Computational modeling;Public key","cloud computing;public key cryptography","homomorphic cloud computing scheme;hybrid homomorphic encryption;secure cloud computing;Paillier algorithm;RSA encryption algorithm;multiplicative operation;Encryption Decryption Machine;private cloud;public cloud process calculation;hybrid cloud computing scheme;customer calculation request;cipher texts","","5","","12","","26 Mar 2018","","","IEEE","IEEE Conferences"
"Secure computation over cloud using fully homomorphic encryption","A. Bilakanti; Anjana N.B.; Divya A.; K. Divya; N. Chakraborty; G. K. Patra","CMR Institute of Technology, Bangalore, India; CMR Institute of Technology, Bangalore, India; CMR Institute of Technology, Bangalore, India; CMR Institute of Technology, Bangalore, India; Dept. of Computer Sc. and Engg., Indian Institute of Technology Patna, India; CSIR Fourth Paradigm Institute, Council of Scientific and Industrial Research, Bangalore, India","2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology (iCATccT)","27 Apr 2017","2016","","","633","636","Computing by a cloud service has not succeeded much due to concerns about confidentiality and privacy assurances by the service providers. This challenge can be addressed if computations can be performed on encrypted data directly. In this paper, we have developed a scheme based on fully homomorphic encryption that can perform operations directly on encrypted images. Our aim is to take the first step towards solving the problem of those which are in dire need of computing services by a third party, namely cloud, without any security breaches. We believe this will be a major breakthrough in which security has been handled while computing.","","978-1-5090-2399-8","10.1109/ICATCCT.2016.7912077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7912077","Fully homomorphic encryption;learning with errors;image encryption;computing on encrypted domain;cloud security","Encryption;Ciphers;Cloud computing;Servers;Law enforcement","cloud computing;cryptography;image processing","secure computation;homomorphic encryption;cloud service;confidentiality;privacy assurances;service providers;encrypted data;encrypted images;security breaches","","3","","18","","27 Apr 2017","","","IEEE","IEEE Conferences"
"Efficient homomorphic encryption using ECC-ElGamal scheme for cloud data","M. M. Potey; C. A. Dhote; D. H. Sharma","K. J Somaiya College of Engineering, Mumbai, India; P. R. M. I. T.R, Amravati, India; K. J Somaiya College of Engineering, Mumbai, India","3rd International Conference on Electrical, Electronics, Engineering Trends, Communication, Optimization and Sciences (EEECOS 2016)","7 Jun 2018","2016","","","1","5","In cloud computing data security plays important role. Most of the user stores their data on cloud. Cloud data security must satisfy the three goals of security-confidentiality, integrity and availability. This paper focuses on confidentiality goal. Generally data on cloud is not stored in encrypted form. It is because at the time of processing it needs to be decrypted. In homomorphic encryption user or application can be able to perform computation on encrypted data. Most of the homomorphic encryption algorithm generates large cipher text which makes processing inefficient. This paper focuses on homomorphic encryption using elliptic curve cryptography scheme. In proposed homomorphic encryption scheme the size of cipher text is considerably reduced due to its smaller key size with same level of security like RSA. User can perform the operation on this low size cipher text. So in this scheme, cloud data always in encrypted form and it will not get exposed in plain text.","","978-1-78561-827-7","10.1049/cp.2016.1501","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8372178","Data security;Cloud computing;Homomorphic encryption;ECC;ElGamal","","cloud computing;public key cryptography","RSA;security-confidentiality;homomorphic encryption scheme;low size cipher text;elliptic curve cryptography scheme;homomorphic encryption algorithm;homomorphic encryption user;cloud computing data security;ECC-elgamal scheme","","","","","","7 Jun 2018","","","IET","IET Conferences"
"Cloud-ElGamal: An efficient homomorphic encryption scheme","K. El Makkaoui; A. Beni-Hssane; A. Ezzati","LAVETE laboratory, FST, Univ Hassan 1, B.P.: 577, 26000 Settat, Morocco; LAROSERI laboratory, Department of Computer Science, Sciences Faculty, Chouaïb Doukkali University, El Jadida, Morocco; LAVETE laboratory, FST, Univ Hassan 1, B.P.: 577, 26000 Settat, Morocco","2016 International Conference on Wireless Networks and Mobile Communications (WINCOM)","8 Dec 2016","2016","","","63","66","Thanks to several advantages offered by cloud computing, such as: reducing costs, high services scalability and flexibility. Cloud computing has become a widely adopted technology for delivering services over the Internet. However, the fear of seeing sensitive data be processed in clear has become a major barrier to cloud services adoption. Indeed, researchers have stressed a useful technique called “homomorphic encryption”, this technique allows specific type of computations to be performed on encrypted data without decrypting it The encryption schemes that support homomorphic properties are numerous; unfortunately, many attacks make these schemes insecure, especially when adopting these schemes to protect the confidentiality of outsourced data into the cloud due to the long time of storing the ciphertexts by the same key. To mitigate these drawbacks, in this paper we will suggest an enhanced version of the standard ElGamal encryption scheme which supports the multiplicative homomorphism and resists more the confidentiality attacks.","","978-1-5090-3837-4","10.1109/WINCOM.2016.7777192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7777192","Cloud Computing;Cloud-ElGamal;ElGamal;Discrete Logarithm Problem;Homomorphic Encryption;Multiplicative Homomorphism;Confidentiality","Encryption;Cloud computing;NIST;Generators;Public key","cloud computing;cryptography","multiplicative homomorphism;standard ElGamal encryption;ciphertexts storage;data encryption;sensitive data processing;cloud computing;homomorphic encryption scheme;cloud-ElGamal","","8","","7","","8 Dec 2016","","","IEEE","IEEE Conferences"
"Secure Kalman Filter State Estimation by Partially Homomorphic Encryption","Z. Zhang; J. Wu; D. Yau; P. Cheng; J. Chen","Zhejiang Univ., Hangzhou, China; Zhejiang Univ., Hangzhou, China; Zhejiang Univ., Hangzhou, China; Zhejiang Univ., Hangzhou, China; Zhejiang Univ., Hangzhou, China","2018 ACM/IEEE 9th International Conference on Cyber-Physical Systems (ICCPS)","23 Aug 2018","2018","","","345","346","Recently, the security of state estimation has been attracting significant research attention due to the need for trustworthy situation awareness in emerging (e.g., industrial) cyber-physical systems. In this paper, we investigate secure estimation based on Kalman filtering (SEKF) using partially homomorphically encrypted data. The encryption will enhance the confidentiality not only of data transmitted in the communication network, but also key system information required by the estimator. We use a multiplicative homomorphic encryption scheme, but with a modified decryption algorithm. SEKF is able to conceal comprehensive information (i.e., system parameters, measurements, and state estimates) aggregated at the sink node of the estimator, while retaining the effectiveness of normal Kalman filtering. Therefore, even if an attacker has gained unauthorized access to the estimator and associated communication channels, he will not be able to obtain sufficient knowledge of the system state to guide the attack, e.g., ensure its stealthiness. We present an implementation structure of the SEKF to reduce the communication overhead compared with traditional secure multiparty computation (SMC) methods. Finally, we demonstrate the effectiveness of the SEKF on an IEEE 9-bus power system.","","978-1-5386-5301-2","10.1109/ICCPS.2018.00046","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443753","Security;State estimation;Partially homomorphic encryption;Quantization;Power system","Encryption;State estimation;Kalman filters;Sensors;Smart grids","cryptography;data privacy;Kalman filters;state estimation","secure multiparty computation methods;IEEE 9-bus power system;system state;associated communication channels;normal Kalman filtering;state estimates;system parameters;modified decryption algorithm;multiplicative homomorphic encryption scheme;key system information;communication network;SEKF;secure estimation;cyber-physical systems;trustworthy situation awareness;partially homomorphic encryption;secure Kalman filter state estimation","","3","","9","","23 Aug 2018","","","IEEE","IEEE Conferences"
"Cloud Secured Protocol based on Partial Homomorphic Encryptions","M. Derfouf; M. Eleuldj","Department of Computer Science, Mohammadia School of Engineers, Mohammed V University in Rabat, Morocco; Department of Computer Science, Mohammadia School of Engineers, Mohammed V University in Rabat, Morocco","2018 4th International Conference on Cloud Computing Technologies and Applications (Cloudtech)","13 May 2019","2018","","","1","6","Cloud computing is a paradigm that provides access to infrastructures on demand in order to solve a given computational problem. It's a technology that allows to store and process data on remote servers and access it anytime and from any device connected to Internet. To ensure the confidentiality of data, many works had been done based on homomorphic encryption. In this paper, a secured protocol based on partial homomorphic encryptions is proposed to allow clients to send encrypted requests to the Cloud which performs processing without decrypting data and it returns the encrypted result to the clients. We will compare this protocol to the fully homomorphic encryption and show its advantages.","","978-1-7281-1637-2","10.1109/CloudTech.2018.8713353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8713353","Cloud Computing;Homomorphic Encryption;Partial Additive Encryption;Partial Multiplicative Encryption;Query Language;Storage Security","Cryptography;Cloud computing;Protocols;Additives;Databases;Database languages","cloud computing;cryptographic protocols;data privacy;Internet","computational problem;Internet;fully homomorphic encryption;encrypted requests;remote servers;Cloud computing;partial homomorphic encryptions;Cloud secured protocol","","3","","11","","13 May 2019","","","IEEE","IEEE Conferences"
"Verifying the Integrity of Private Transaction Information in Smart Contract using Homomorphic Encryption","Y. Yoon; J. Moon","Hongik University, 94 Wausan-ro, Mapo-gu,Department of Computer Engineering,Seoul,South Korea; Hongik University, 94 Wausan-ro, Mapo-gu,Department of Computer Engineering,Seoul,South Korea","2019 IEEE Eurasia Conference on IOT, Communication and Engineering (ECICE)","27 Dec 2019","2019","","","38","40","Blockchain-based Smart Contract allows reliable enforcement of the programmatically specified agreement between distributed agents. However, during the process of verifying the result of transaction execution with distributed consensus protocol, private information such as fund amount being transferred can be exposed to others. To hide such sensitive information while keeping the integrity of the Smart Contract instances, we employ a homomorphic encryption technique. With this encryption technique, the validity of the arithmetic operation in a transaction can be checked without decrypting the operands. For instance, a remaining balance after fund transfer can be validated while the exact amount of the transferred fund and the final balance are kept in a ciphertext. In this work, we discuss the novel system architecture for verifying Smart Contracts instances with homomorphic encryption and evaluate its efficiency.","","978-1-7281-2501-5","10.1109/ECICE47484.2019.8942648","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8942648","Smart Contract;Homomorphic Encryption;Priacy;Information Integrity","Privacy;Smart contracts;Systems architecture;Libraries;Encryption;Reliability;Multimedia communication","contracts;cryptocurrencies;data privacy;distributed databases","private transaction information;blockchain-based smart contract;distributed agents;transaction execution;distributed consensus protocol;private information;homomorphic encryption technique;arithmetic operation;fund transfer;ciphertext;system architecture","","","","9","","27 Dec 2019","","","IEEE","IEEE Conferences"
