"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Automated In-Home Assistive Monitoring with Privacy-Enhanced Video","A. Edgcomb; F. Vahid","Dept. of Comput. Sci. & Eng., Univ. of California, Riverside, Riverside, CA, USA; Dept. of Comput. Sci. & Eng., Univ. of California, Riverside, Riverside, CA, USA","2013 IEEE International Conference on Healthcare Informatics","12 Dec 2013","2013","","","192","198","A privacy-enhanced video obscures the appearance of a person in the video. We consider four privacy enhancements: person blurred, person silhouetted, person covered with a bounding-oval, and person covered by a bounding-box. We demonstrate that privacy-enhanced video can be as accurate as raw video for eight in-home assistive monitoring goals: energy expenditure estimation, in room too long, leave but not return at night, arisen in morning, not arisen in morning, in region too long, abnormally inactive during day, and fall detection. Each monitoring goal's solution was trained using one actor and tested using two different actors. The privacy enhancements of silhouette, bounding-oval, and bounding-box, did not degrade achievement of the eight assistive monitoring goals. Raw video had a fidelity of 0.994 for the goal of energy expenditure estimation, while silhouette had 0.995, bounding-oval had 0.994, and bounding-box had 0.997. The fall detection algorithm yielded the same sensitivity of 0.91 and specificity of 0.92 for raw and bounding-oval video, while silhouette had a sensitivity of 0.91 and specificity of 0.75, and bounding-box had a sensitivity of 0.82 and specificity of 0.92. The other 6 goals yielded perfect sensitivity and specificity for raw and privacy-enhanced video, with the exception of blur video's sensitivity of 0.5 in region too long.","","978-0-7695-5089-3","10.1109/ICHI.2013.29","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6680478","Assistive monitoring;smart homes;privacy-enhanced video;telehealth;embedded systems;ubiquitous systems","Cameras;Monitoring;Privacy;Streaming media;Estimation;Detectors;Sensitivity and specificity","assisted living;data privacy;object detection;video signal processing","automated in-home assistive monitoring;privacy-enhanced video;privacy enhancements;blurred person;silhouetted person;bounding-oval covered person;bounding-box covered person;energy expenditure estimation;fall detection algorithm;bounding-oval video;raw video;blur video sensitivity","","2","","26","","12 Dec 2013","","","IEEE","IEEE Conferences"
"Enhanced spatio-temporal video copy detection by combining trajectory and spatial consistency","S. Özkan; E. Esen; G. B. Akar","Image Processing Group, TUBITAK UZAY, Ankara, Turkey; Image Processing Group, TUBITAK UZAY, Ankara, Turkey; Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey","2014 IEEE International Conference on Image Processing (ICIP)","29 Jan 2015","2014","","","2527","2531","The recent improvements on internet technologies and video coding techniques cause an increase in copyright infringements especially for video. Frequently, image-based approaches appear as an essential solution due to the fact that joint usage of quantization-based indexing and weak geometric consistency stages give a capability to compare duplicate videos quickly. However, exploiting purely spatial content ignores the temporal variation of video. In this work, we propose a system that combines the state-of-the-art quantization-based indexing scheme with a novel trajectory-based geometric consistency on spatio-temporal features. This combination improves duplicate video matching task significantly. Briefly, spatial mean and variance of the trajectories are incorporated to establish a weak geometric consistency among pair of frames. To show the success of the proposed method, content-based video copy detection field is selected and TRECVID 2009 dataset is utilized. The experimental results show that constituting trajectory-based consistency on corresponding feature pairs outperforms the performances of merely utilizing spatiotemporal signature and visual signature with enhanced weak geometric consistency.","2381-8549","978-1-4799-5751-4","10.1109/ICIP.2014.7025511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7025511","spatio-temporal feature;trajecotory-based consistency;duplicate video search;video copy detection","Trajectory;Visualization;Feature extraction;Indexing;Estimation;Histograms;Vectors","image matching;indexing;object detection;video coding;video databases","spatiotemporal video copy detection enhancement;spatial consistency;trajectory consistency;Internet technologies;video coding techniques;weak geometric consistency stages;quantization-based indexing scheme;duplicate video matching;spatial mean;spatial variance;content-based video copy detection field;TRECVID 2009 dataset;spatiotemporal signature;visual signature","","","","19","","29 Jan 2015","","","IEEE","IEEE Conferences"
"Design and ARM-Embedded Implementation of a Chaotic Map-Based Real-Time Secure Video Communication System","Z. Lin; S. Yu; J. Lü; S. Cai; G. Chen","College of Automation, Guangdong University of Technology, Guangzhou, China; College of Automation, Guangdong University of Technology, Guangzhou, China; Academy of Mathematics and Systems Sciences, Chinese Academy of Sciences, Beijing, China; College of Automation, Guangdong University of Technology, Guangzhou, China; Department of Electronic Engineering, City University of Hong Kong, Hong Kong","IEEE Transactions on Circuits and Systems for Video Technology","30 Jun 2015","2015","25","7","1203","1216","A systematic methodology is proposed for a chaotic map-based real-time video encryption and decryption system with advanced Reduced Instruction Set Computer machine (ARM)-embedded hardware implementation. According to the anticontrol principle of dynamical systems, first, an 8-D discretetime chaotic map-based system is constructed, which possesses the required property of 1-1 surjection in the integer range [0, N - 1], where N is the number of frame pixels, suitable for position scrambling of each video frame. Then, an 8-D discretetime hyperchaotic system is designed for encryption-decryption of red, green, and blue (RGB) tricolor pixel values. Using the ARM-embedded platform super4412 model with Cortex-A9 processor, together with the standard QT cross-platform, an integrated chaotic map-based real-time secure video communication system is designed, implemented, and evaluated. In addition, the security performance of the designed system is tested using criteria from the National Institute of Standards and Technology statistical test suite. The main feature of this method is that, both scrambling-antiscrambling of RGB tricolor pixel positions and encryption-decryption of pixel values are realized simultaneously for enhancing the security. As is well known, compared with numerical simulations, hardware implementation for such a secure video communication system is very difficult to achieve, but we successfully implemented and tested in a real-world network environment. Both theoretical analysis and experimental results validate the feasibility and real-time performance of the new secure video communication system.","1558-2205","","10.1109/TCSVT.2014.2369711","National Science and Technology Major Project of China(grant numbers:2014ZX10004-001-014); 973 Project(grant numbers:2014CB845302); National Natural Science Foundation of China(grant numbers:61025017,61172023,61201392,11472290,61203148); Specialized Research Fund for the Doctoral Program of Higher Education through the Ministry of Education(grant numbers:20114420110003); General Research Fund through the Research Grants Council, Hong Kong(grant numbers:CityU 11201414); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6954438","Chaotic map;real-time secure video communication;ARM-embedded implementation;Advanced Reduced Instruction Set Computer (RISC) machine (ARM)-embedded implementation;chaotic map;real-time secure video communication","Streaming media;Chaotic communication;Encryption;Real-time systems;Hardware","chaotic communication;cryptography;image colour analysis;image resolution;microprocessor chips;real-time systems;statistical testing;telecommunication security;video communication;video signal processing","ARM-embedded hardware implementation;chaotic map-based real-time secure video communication system;chaotic map-based real-time video encryption system;chaotic map-based real-time video decryption system;advanced reduced instruction set computer machine;anti control principle;8D discrete time chaotic map-based system;1-1 surjection property;frame pixels;integer range;video frame;8D discrete time hyperchaotic system;red-green-and-blue tricolor pixel value;super4412 model;Cortex-A9 processor;QT cross-platform;National Institute of Standards and Technology statistical test suite","","75","","21","","12 Nov 2014","","","IEEE","IEEE Journals"
"Fast Palette Mode Decision Methods for Coding Game Videos With HEVC-SCC","Y. Liu; C. Fang; J. Sun; X. Huang","School of Microelectronics, Tianjin University, Tianjin, China; School of Microelectronics, Tianjin University, Tianjin, China; School of Microelectronics, Tianjin University, Tianjin, China; School of Electrical and Information School, Tianjin University, Tianjin, China","IEEE Transactions on Circuits and Systems for Video Technology","2 Oct 2019","2019","29","10","3061","3067","The live broadcasting of game playing is becoming more and more popular. The game video is one of the typical video data which should be coded with high efficiency video coding-screen content coding (HEVC-SCC). In HEVC-SCC, the palette mode is an important technique which can effectively enhance the coding performance. However, this technique also demands high-coding computation. In this paper, we propose a fast palette mode pre-decision method based on the analysis of the color complexity of the video data. Considering only the coding computation of palette mode of HEVC-SCC, our algorithm saves about 74.24% computation in the experiments of game videos. Whereas, the BDBR only increases by about 0.36% and the BDPSNR decreases by about 0.03 dB on average.","1558-2205","","10.1109/TCSVT.2018.2873700","National Natural Science Foundation of China(grant numbers:61771338,61671012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8481685","Game videos;palette mode;HEVC-SCC","Encoding;Videos;Image color analysis;Games;Indexes;Complexity theory;Standards","computer games;image colour analysis;video coding;video streaming","typical video data;high efficiency video coding-screen content coding;HEVC-SCC;coding performance;high-coding computation;fast palette mode pre-decision method;game video;fast palette mode decision methods;coding game videos;game playing","","1","","21","","4 Oct 2018","","","IEEE","IEEE Journals"
"Relay-Assisted Multiuser Video Streaming in Cognitive Radio Networks","Y. Xu; D. Hu; S. Mao","Department of Electrical and Computer Engineering, Auburn University, Auburn, AL, USA; AT&T Laboratories, Inc., San Ramon, CA, USA; Department of Electrical and Computer Engineering, Auburn University, Auburn, AL, USA","IEEE Transactions on Circuits and Systems for Video Technology","30 Sep 2014","2014","24","10","1758","1770","Due to the drastic increase in wireless video traffic, the capacity of the existing and future wireless networks will be greatly stressed, while interference will become the dominant capacity-limiting factor. In this paper, we investigate relay-assisted downlink multiuser video streaming in a cognitive radio (CR) cellular network. We incorporate zero-forcing precoding to allow transmitters collaboratively send encoded (mixed) signals to all CR users, such that undesired signals will be canceled and the desired signal can be decoded at each CR user. We present a stochastic programming formulation of the problem, as well as a problem reformulation that greatly reduces computational complexity. In the cases of a single licensed channel and multiple licensed channels with channel bonding, we develop an optimal distributed algorithm with proven convergence and convergence speed. In the case of multiple channels without channel bonding, we develop a greedy algorithm with a proven performance bound. The algorithms are evaluated with simulations and are shown to achieve considerable gains over two heuristic schemes.","1558-2205","","10.1109/TCSVT.2014.2313898","National Science Foundation(grant numbers:CNS-0953513,CNS-1247955); NSF Broadband Wireless Access and Applications Center, Auburn University, Auburn, AL, USA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6778761","Cognitive radio (CR);optimization;relay-enhanced cellular network;video streaming;zero forcing","Streaming media;Vectors;Sensors;Transmitters;Relays;Bonding;Wireless communication","cellular radio;cognitive radio;distributed algorithms;greedy algorithms;multiuser channels;precoding;relay networks (telecommunication);stochastic programming;telecommunication traffic;video coding;video streaming","relay-assisted multiuser video streaming;cognitive radio networks;wireless video traffic;downlink multiuser video streaming;cellular network;zero-forcing precoding;encoded signals;stochastic programming formulation;computational complexity;licensed channels;channel bonding;optimal distributed algorithm;convergence speed;greedy algorithm;heuristic schemes","","20","","40","","26 Mar 2014","","","IEEE","IEEE Journals"
"Segmentation-based motion compensation for enhanced video coding","S. Milani; G. Calvagno","Department of Information Engineering, University of Padova; Department of Information Engineering, University of Padova","2011 18th IEEE International Conference on Image Processing","29 Dec 2011","2011","","","1649","1652","Traditional video compression is based on block-based motion estimation and compensation. However, experimental results and the latest standards have proved that adapting the size and the shape of the motion estimation area to the objects in the scene significantly improves the performance of the overall coding process. The current paper presents a new segmentation-based coding strategy that partitions the input frame into irregularly-shaped regions. These segments are then used to estimate the motion-compensated prediction in the previous frames. The scheme outperforms the rate-distortion performance of H.264/AVC of 2 dB with a reasonable increment of the encoding complexity due to segmentation.","2381-8549","978-1-4577-1303-3","10.1109/ICIP.2011.6115769","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6115769","segmentation;video coding;object-oriented coding;motion estimation;H.264/AVC","Motion segmentation;Image segmentation;Image coding;Motion estimation;PSNR;Encoding;Vectors","data compression;image segmentation;motion compensation;video coding","segmentation-based motion compensation;enhanced video coding;video compression;block-based motion estimation;size;segmentation-based coding;irregularly-shaped region;motion-compensated prediction","","7","","9","","29 Dec 2011","","","IEEE","IEEE Conferences"
"Enhancing the Accessibility of Hearing Impaired to Video Content through Fully Automatic Dynamic Captioning","B. Mocanu; R. Tapu; T. Zaharia","Institute Mines - Télécom/Télécom SudParis,ARTEMIS Department,Evry,France; Institute Mines - Télécom/Télécom SudParis,ARTEMIS Department,Evry,France; Institute Mines - Télécom/Télécom SudParis,ARTEMIS Department,Evry,France","2019 E-Health and Bioengineering Conference (EHB)","28 Jan 2020","2019","","","1","4","In this paper we introduce an automatic subtitle positioning approach designed to enhance the video accessibility of deaf and hearing impaired people to multimedia documents. By using a dynamic subtitle and captioning approach, which exploits various computer vision techniques, including face detection, tracking and recognition, video temporal segmentation into shots and scenes and active speaker recognition, we are able to position each video subtitle segment in the near vicinity of the active speaker. The experimental evaluation performed on 30 video elements validates our approach with average F1-scores superior to 92%.","2575-5145","978-1-7281-2603-6","10.1109/EHB47216.2019.8970038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8970038","dynamic subtitle;active speaker recognition;deaf and hearing impaired people","","computer vision;face recognition;handicapped aids;image segmentation;speaker recognition;video signal processing","video content;fully automatic dynamic captioning;automatic subtitle positioning approach;video accessibility;impaired people;multimedia documents;dynamic subtitle;captioning approach;computer vision techniques;face detection;video temporal segmentation;active speaker recognition;video subtitle segment","","1","","19","","28 Jan 2020","","","IEEE","IEEE Conferences"
"Collaboratively Replicating Encoded Content on RSUs to Enhance Video Services for Vehicles","Y. Zhou; J. Chen; G. Ye; D. Wu; J. H. Wang; M. Chen","Department of Computing, Faculty of Science and Engineering, Macquarie University, Sydney, NSW, Australia; School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China; School of Data and Computer Science, Sun Yat-sen University, Guangzhou, China; Institute for Network Sciences and Cyberspace, Tsinghua University, Beijing, China; School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China","IEEE Transactions on Mobile Computing","4 Feb 2021","2021","20","3","877","892","With the development of smart cities, Internet services will be pervasively accessible for moving vehicles. It is envisioned that the video content demand of vehicles will explode in the near future. However, the strategy to efficiently distribute video content in large-scale vehicular networks is still absent due to challenges arising from the huge video population, heavy bandwidth consumption, heterogeneous user devices, and vehicles' mobility. In this work, we propose to collaboratively replicate video content on Roadside Units (RSUs) to enhance video distribution services based on the fact that the contact period between moving vehicles and a single RSU is not long enough to complete video downloading. In our design, a video file is split into multiple chunks. Each RSU replicates a small number of original chunks and chunks encoded by network coding. Replicating encoded chunks can reduce redundancy of chunks on different RSUs so that RSUs can complement each other better, whereas original chunks can be transrated to chunks with lower bitrates flexibly to fit in users' devices. Therefore, we replicate both original and encoded chunks on RSUs to take advantages of both sides. Stochastic models are employed to analyze chunk download processes and a convex optimization problem is formulated to determine the optimal partition of space allocated to each kind of chunks. Furthermore, we extend our strategy to support video streaming services and empirically prove that the influence caused by limitations of network coding is moderate. In the end, we conduct extensive simulations which not only validate the accuracy of our models but also demonstrate that our strategy can effectively boost video distribution services.","1558-0660","","10.1109/TMC.2019.2960022","ARC(grant numbers:DE180100950); National Natural Science Foundation of China(grant numbers:U1911201,U1705261); Guangdong Special Support Program(grant numbers:2017TX04X148); Fundamental Research Funds for the Central Universities(grant numbers:19LGZD37,19LGYJS57,19LGYJS58); Director Fund of WNLO; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8933474","Roadside unit;video file downloading;encoded chunks;vehicular networks","Streaming media;Network coding;Bit rate;Encoding;Mobile computing;Stochastic processes;Real-time systems","convex programming;Internet;network coding;smart cities;stochastic programming;vehicular ad hoc networks;video coding;video on demand;video streaming","video downloading;video file;network coding;video streaming services;video distribution services;Internet services;video content demand;large-scale vehicular networks;huge video population;heavy bandwidth consumption;heterogeneous user devices;roadside unit;stochastic models;convex optimization problem","","1","","43","IEEE","16 Dec 2019","","","IEEE","IEEE Journals"
"Inter-layer error concealment for scalable video coding based on motion vector averaging and slice interleaving","B. Zhao; E. J. Delp","Video and Image Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA; Video and Image Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, Indiana, USA","2013 IEEE International Conference on Multimedia and Expo (ICME)","26 Sep 2013","2013","","","1","6","Scalable video coding (SVC) is desirable for video applications in heterogeneous environments where users have a variety of terminals. Because motion-compensated prediction is used in SVC codec, when SVC video is transmitted over loss-prone networks, the decompressed video can suffer severe visual degradation across multiple frames. In order to overcome this, one scheme utilized at the decoder is error concealment to enhance the visual quality. This paper assumes that the packet delivery of the base layer is loss-prone the same way as the enhancement layer. Three inter-layer error concealment methods are proposed using two new approaches. (1) Motion vector averaging using adaptively averaging over multiple types of motion vectors in different layers for the recovery of lost motion vectors. (2) Slice interleaving utilizing an optimum ordering technique to make the average distance between two contiguous slices as far as possible. A two-layer spatial-temporal scalable video coding system is developed to evaluate the existing and proposed error concealment methods. The impact of burst packet losses and error propagation on the frames in both layers is investigated. Experimental results verified that the proposed error concealment methods outperform two existing methods.","1945-788X","978-1-4799-0015-2","10.1109/ICME.2013.6607539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6607539","Error concealment;error resilience;scalable video coding;video compression","Vectors;Packet loss;Static VAr compensators;Video coding;Decoding;Visualization","motion compensation;video coding","interlayer error concealment method;two-layer spatial-temporal scalable video coding system;motion vector averaging;slice interleaving;SVC codec;motion-compensated prediction;SVC video;visual quality;packet delivery;base layer;enhancement layer;optimum ordering technique;contiguous slices;burst packet loss;error propagation","","4","","24","","26 Sep 2013","","","IEEE","IEEE Conferences"
"Effective Inter Transform Method Based on QTBT Structure for Future Video Coding","L. Wang; B. Niu; Y. He","Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China; Tsinghua National Laboratory for Information Science and Technology, Tsinghua University, Beijing, China","2018 Picture Coding Symposium (PCS)","6 Sep 2018","2018","","","184","188","Transform, a crucial module for hybrid video coding framework, has been selecting Discrete Cosine Transform (DCT) for several decades. Recently, Singular Value Decomposition (SVD) and Enhanced Multiple Transform (EMT) are proposed to improve transform efficiency. However, the perspectives of SVD and EMT are different. SVD enhances transform efficiency by utilizing the similarity of prediction block and inter residual block. EMT adopts some new sinusoidal transform cores to accommodate the larger prediction errors closer to the boundary of prediction unit. In this paper, the proposed method mainly has two key contributions. First, SVD and EMT are combined skillfully. Second, non-square SVD is newly introduced to the original algorithm. By extensive experiments, averages 1.07%, 1.06% and 0.65% BD-rate saving for Y, U and V are achieved compared to JEM5.0.1 with some coding tools off, up to 5.87%, 4.28% and 4.47%.","2472-7822","978-1-5386-4160-6","10.1109/PCS.2018.8456266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8456266","SVD;EMT;RDO;Non-square transform;Video coding","Encoding;Indexes;Video coding;Discrete cosine transforms;Tools;Syntactics","discrete cosine transforms;singular value decomposition;video coding","inter transform method;video coding;QTBT structure;sinusoidal transform cores;Enhanced Multiple Transform;Singular Value Decomposition;Discrete Cosine Transform;hybrid video coding framework","","","","16","","6 Sep 2018","","","IEEE","IEEE Conferences"
