"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Enhancing Cyber Security Using Audio Techniques: A Public Key Infrastructure for Sound","A. Phipps; K. Ouazzane; V. Vassilev","Cyber Security Research Centre, London Metropolitan University, UK; Cyber Security Research Centre, London Metropolitan University, UK; Cyber Security Research Centre, London Metropolitan University, UK","2020 IEEE 19th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","9 Feb 2021","2020","","","1428","1436","This paper details the research into using audio signal processing methods to provide authentication and identification services for the purpose of enhancing cyber security in voice applications. Audio is a growing domain for cyber security technology. It is envisaged that over the next decade, the primary interface for issuing commands to consumer internet-enabled devices will be voice. Increasingly, devices such as desktop computers, smart speakers, cars, TV's, phones an Internet of Things (IOT) devices all have built in voice assistants and voice activated features. This research outlines an approach to securely identify and authenticate users of audio and voice operated systems that utilises existing cryptography methods and audio steganography in a method comparable to a PKI for sound, whilst retaining the usability associated with audio and voice driven systems.","2324-9013","978-1-6654-0392-4","10.1109/TrustCom50675.2020.00192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342995","Authentication, Steganography, Two-factor Authentication, Cyber Security, Audio Security","Privacy;Conferences;Public key;Signal processing;Internet of Things;Computer crime;Usability","audio signal processing;cryptography;Internet;Internet of Things;mobile computing;public key cryptography;security of data","audio techniques;public key infrastructure;audio signal;authentication;identification services;voice applications;growing domain;cyber security technology;primary interface;consumer internet-enabled devices;Things devices;voice assistants;voice activated features;cryptography methods;audio steganography;voice driven systems","","","","26","","9 Feb 2021","","","IEEE","IEEE Conferences"
"Enhancing realism in virtual environments by simulating the audio-haptic sensation of walking on ground surfaces","R. Nordahl; S. Serafin; N. C. Nilsson; L. Turchet","Aalborg University Copenhagen Lautrupvang 15, 2750 Ballerup, DK; Aalborg University Copenhagen Lautrupvang 15, 2750 Ballerup, DK; Aalborg University Copenhagen Lautrupvang 15, 2750 Ballerup, DK; Aalborg University Copenhagen Lautrupvang 15, 2750 Ballerup, DK","2012 IEEE Virtual Reality Workshops (VRW)","12 Apr 2012","2012","","","73","74","In this paper we describe an experiment whose goal is to investigate the role of physics-based auditory and haptic feedback provided at feet level to enhance realism in a virtual environment. To achieve this goal, we designed a multimodal virtual environment where subjects could walk on a platform overlooking a canyon. Subjects were asked to visit the environment wearing an head-mounted display and a custom made pair of sandals enhanced with sensors and actuators. A 12-channels surround sound system delivered a soundscape which was consistent with the visual environment. Passive haptics was provided by having a physical wooden platform present in the laboratory. Subjects reported of having a more realistic experience while auditory and haptic feedback are present. However, measured physiological data and post-experimental presence questionnaire do not show significant differences when audio-haptic feedback is provided.","2375-5334","978-1-4673-1246-2","10.1109/VR.2012.6180888","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6180888","audio-haptic feedback;realism;presence","Haptic interfaces;Footwear;Virtual environments;Sensors;Temperature measurement;Legged locomotion;Actuators","actuators;haptic interfaces;hearing;sensors;virtual reality","realism enhancement;audio-haptic walking sensation;ground surfaces;physics-based auditory feedback;haptic feedback;multimodal virtual environment;sandals;sensors;actuators;12-channels surround sound system;visual environment;passive haptics;physical wooden platform","","8","","6","","12 Apr 2012","","","IEEE","IEEE Conferences"
"Temporal Tile Shaping for spectral gap filling in audio transform coding in EVS","S. Disch; C. Neukam; K. Schmidt","Fraunhofer Institute for Integrated Circuits (IIS), Am Wolfsmantel 33, 91058 Erlangen, Germany; Fraunhofer Institute for Integrated Circuits (IIS), Am Wolfsmantel 33, 91058 Erlangen, Germany; Fraunhofer Institute for Integrated Circuits (IIS), Am Wolfsmantel 33, 91058 Erlangen, Germany","2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","6 Aug 2015","2015","","","5873","5877","At low bitrates, next generation audio coders apply waveform preserving transform coding only for the perceptually most relevant parts of the signal. The resulting spectral gaps are filled in the decoder through techniques like Intelligent Gap Filling (IGF). IGF is currently being standardized in MPEG-H 3D-Audio and also in 3GPP Enhanced Voice Service (EVS). In IGF processing, spectral tiles are copied from a spectral source location into a target location and subsequently adapted by parameter steered post-processing to best match relevant properties of the original signal. Important properties include the spectral and temporal envelope. Since IGF operates on Modified Discrete Cosine Transform (MDCT) spectra of rather long time blocks, temporal envelope shaping is not trivial. In this paper, Temporal Tile Shaping (TTS) is presented. TTS is based on linear prediction in the MDCT domain for shaping the temporal structure of the gap filling signal in the target tiles with sub-block granularity. A listening test demonstrates the advantage of the proposed method.","2379-190X","978-1-4673-6997-8","10.1109/ICASSP.2015.7179098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7179098","Audio Coding;Noise Filling;Temporal Noise Shaping;Intelligent Gap Filling;Enhanced Voice Service","Transform coding;Noise;Codecs;Quantization (signal);Decoding;Bit rate;Transforms","3G mobile communication;audio coding;discrete cosine transforms;signal denoising","temporal tile shaping;spectral gap filling;audio transform coding;EVS;3GPP enhanced voice service;generation audio coders;waveform preserving transform coding;intelligent gap filling;IGF;MPEG-H 3D-audio;spectral source location;target location;parameter steered post-processing;spectral envelope;temporal envelope;modified discrete cosine transform spectra;MDCT domain;subblock granularity","","6","3","18","","6 Aug 2015","","","IEEE","IEEE Conferences"
"Audio bandwidth detection in the EVS codec","V. Eksler; M. Jelínek; W. Jaegers","University of Sherbrooke, VoiceAge Corporation, Montreal, QC, Canada; University of Sherbrooke, VoiceAge Corporation, Montreal, QC, Canada; Fraunhofer IIS Erlangen, Germany","2015 IEEE Global Conference on Signal and Information Processing (GlobalSIP)","25 Feb 2016","2015","","","488","492","Speech and audio codecs are usually designed such that they encode all the frequency bands of the input signal spectrum. If the higher bands do not contain any perceptually meaningful content, these codecs often do not work optimally as they assign part of the available bit budget to encode these bands. In this paper we describe a bandwidth detection algorithm that determines the effective audio bandwidth of the input signal. This information is used to set the codec to its optimal configuration and consequently increase the coding efficiency for band-limited signals by allocating bits to encode only the useful bandwidth. The presented algorithm has been used in the new codec for Enhanced Voice Services (EVS), recently standardized by 3GPP, but it can be employed in other codecs as well.","","978-1-4799-7591-4","10.1109/GlobalSIP.2015.7418243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7418243","bandwidth detection;band-limited input;speech coding;audio coding;EVS codec","Bandwidth;Codecs;Encoding;Radiation detectors;Bit rate;Switches;Discrete cosine transforms","audio coding;bandlimited signals;speech codecs","audio bandwidth detection;EVS codec;speech codec;audio codec;input signal spectrum frequency band;coding efficiency;band-limited signals;enhanced voice services;EVS;3GPP","","","2","6","","25 Feb 2016","","","IEEE","IEEE Conferences"
"Deep Audio-Visual Speech Separation with Attention Mechanism","C. Li; Y. Qian","Shanghai Jiao Tong University,MoE Key Lab of Artificial Intelligence SpeechLab,Shanghai,China; Shanghai Jiao Tong University,MoE Key Lab of Artificial Intelligence SpeechLab,Shanghai,China","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","7314","7318","Previous work shows that audio-visual fusion is a practical approach to deal with the speech separation task in the cocktail party problem. In this paper, we explore a better strategy to utilize visual representations with the attention mechanism. Compared to the previous baseline only using one visual stream of the target speaker, both speaker-dependent visual streams in the mixed audio are fed into the model, and it also predicts two separated speech streams simultaneously. To further enhance the performance, the attention mechanism is designed on the audio-visual speech separation architecture. The results show that the proposed approach works well in audio-visual speech separation. Our best model achieves an obvious and consistent improvement in speech separation when compared to the traditional method only using the target speaker visual stream.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9054180","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054180","Audio-Visual;Speech Separation;Multimodal;Attention mechanism","Visualization;Conferences;Speech enhancement;Signal processing;Predictive models;Acoustics;Task analysis","audio signal processing;audio-visual systems;source separation;speaker recognition","cocktail party problem;visual representations;attention mechanism;speaker-dependent visual streams;mixed audio;separated speech streams;audio-visual speech separation architecture;target speaker visual stream;deep audio-visual speech separation;audio-visual fusion;speech separation task","","4","","27","","9 Apr 2020","","","IEEE","IEEE Conferences"
"A Robust Combined Audio and Video Watermark Algorithm Against Cinema Piracy","H. Kelkoul; Y. Zaz; H. Tribak; G. Schaefer","Faculty of Science, University of Abdelmalek Essaadi, Tetouan, Morocco; Faculty of Science, University of Abdelmalek Essaadi, Tetouan, Morocco; Faculty of Science, University of Abdelmalek Essaadi, Tetouan, Morocco; Faculty of Science, University of Abdelmalek Essaadi, Tetouan, Morocco","2018 6th International Conference on Multimedia Computing and Systems (ICMCS)","8 Nov 2018","2018","","","1","4","The current trend in Moroccan digital cinema is to make feature films available online. In order to counter illegal distribution of media files in Morocco, this paper suggests an effective algorithm that combines processing of both audio and video streams. We extract an audio fingerprint pattern which is embedded in video frames as a watermark using the discrete wavelet transform. The two data streams are then synchronized using a time code, and the final multimedia protected content is exported in JPEG2000 format, which is the format used for Digital Cinema Package (DCP) in Morocco. Experimental results show that the proposed algorithm provides a high level of robustness, while the use of watermarks in a combination of audio and video streams allows to enhance the security of multimedia content.","2472-7652","978-1-5386-6220-5","10.1109/ICMCS.2018.8525979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8525979","Multimedia processing;secrurity protection;digital watermarking;audio fingerprinting;discrete wavelet transform","Watermarking;Motion pictures;Discrete wavelet transforms;Streaming media;Signal processing algorithms","audio watermarking;cinematography;data compression;discrete wavelet transforms;image coding;video coding;video streaming;video watermarking","robust combined audio watermark;digital cinema package;multimedia protected content;audio stream;discrete wavelet transform;time code;media files;illegal distribution;Moroccan digital cinema;cinema piracy;video watermark algorithm;JPEG2000 format;data streams;video frames;audio fingerprint pattern;video streams","","","","13","","8 Nov 2018","","","IEEE","IEEE Conferences"
"Spectral envelope reconstruction via IGF for audio transform coding","C. R. Helmrich; A. Niedermeier; S. Disch; F. Ghido","International Audio Laboratories Erlangen, Am Wolfsmantel 33, 91058, Germany; Fraunhofer Institut für Integrierte Schaltungen (IIS), Am Wolfsmantel 33, 91058 Erlangen, Germany; Fraunhofer Institut für Integrierte Schaltungen (IIS), Am Wolfsmantel 33, 91058 Erlangen, Germany; International Audio Laboratories Erlangen, Am Wolfsmantel 33, 91058, Germany","2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","6 Aug 2015","2015","","","389","393","In low-bitrate audio coding, modern coders often rely on efficient parametric techniques to enhance the performance of the waveform preserving transform coder core. While the latter features well-known perceptually adapted quantization of spectral coefficients, parametric techniques reconstruct the signal parts that have been quantized to zero by the encoder to meet the low-bitrate constraint. Large numbers of zeroed spectral values and especially consecutive zeros constituting gaps often lead to audible artifacts at the decoder. To avoid such artifacts the new 3GPP Enhanced Voice Services (EVS) coding standard utilizes noise filling and intelligent gap filling (IGF) techniques, guided by spectral envelope information. In this paper the underlying considerations of the parametric energy adjustment and transmission in EVS and its relation to noise filling, IGF, and tonality preservation are presented. It is further shown that complex-valued IGF envelope calculation in the encoder improves the temporal energy stability of some signals while retaining real-valued decoder-side processing.","2379-190X","978-1-4673-6997-8","10.1109/ICASSP.2015.7177997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7177997","Audio coding;noise shaping;parametric","Encoding;Decoding;Noise;Transforms;Quantization (signal);Codecs;Transform coding","audio coding;codecs","spectral envelope reconstruction;IGF;audio transform coding;low-bitrate audio coding;modern coders;spectral coefficients;3GPP;enhanced voice services coding standard;noise filling;intelligent gap filling;spectral envelope information;real-valued decoder-side processing","","9","2","14","","6 Aug 2015","","","IEEE","IEEE Conferences"
"Dynamic stochastic resonance-based watermark extraction from audio signals in SVD domain","R. K. Jha; O. Krishna; K. Aizawa","PDPM Indian Institute of Information Technology Jabalpur, 482001, India; PDPM Indian Institute of Information Technology Jabalpur, 482001, India; The University of Tokyo, Japan. Department of Info. & Comm. Engg.","2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO)","18 Oct 2012","2012","","","2684","2688","In this paper a dynamic stochastic resonance (DSR)-based watermark extraction technique from audio signal using singular value decomposition (SVD) has been presented. Watermark embedding has been done by weighted addition of the binary watermark in the singular values of the audio signal. DSR has been used in the extraction process to improve the authenticity of the extracted watermark by utilizing the noise or degradation introduced during different signal processing attacks. DSR is an iterative process that tunes the coefficient of possibly attacked watermarked audio signal so that effect of noise is suppressed and hidden information is enhanced. An adaptive optimization procedure has been adopted for selection of bistable parameters to achieve maximum correlation coefficient under minimum computational complexity. Resilience of this technique has been tested in presence of various signal processing attacks. Using proposed technique robust extraction of watermark is obtained without trading off the audibility of audio signal. Comparison with plain SVD-based, DWT-based and DCT-based techniques reflects that the proposed DSR-based audio watermarking scheme gives remarkably better performance in terms of correlation between original and extracted watermarks.","2076-1465","978-1-4673-1068-0","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6334139","Audio Watermarking;Singular Value Decomposition;Dynamic Stochastic Resonance;Noise","Watermarking;Robustness;Signal to noise ratio;Correlation;Speech;Stochastic resonance","audio watermarking;computational complexity;feature extraction;iterative methods;optimisation;singular value decomposition;stochastic processes","dynamic stochastic resonance-based watermark extraction;SVD domain;DSR-based watermark extraction technique;singular value decomposition;binary watermark;signal processing attacks;iterative process;watermarked audio signal;adaptive optimization procedure;maximum correlation coefficient;minimum computational complexity;DCT-based techniques;DWT-based techniques;DSR-based audio watermarking scheme","","","","12","","18 Oct 2012","","","IEEE","IEEE Conferences"
"A flexible architecture of real-time audio transmission to heterogeneous devices for surveillance system","Y. Cheng; H. Lin; Y. Yeh","Telecom Laboratories, Chunghwa Telecom Co., Ltd., Taoyuan, Taiwan, ROC; Telecom Laboratories, Chunghwa Telecom Co., Ltd., Taoyuan, Taiwan, ROC; Telecom Laboratories, Chunghwa Telecom Co., Ltd., Taoyuan, Taiwan, ROC","The 16th Asia-Pacific Network Operations and Management Symposium","29 Dec 2014","2014","","","1","4","This paper presents a software architecture for audio transmission to network cameras while integrating multiple types of cameras from different manufacturers under a Web-based surveillance system. Adding audio streams in surveillance system will enhance the capabilities for remote monitoring. This architecture offers a plug-and-play service of audio transmission to cameras over the network for numerous users. It not only simplifies but also facilitates the integration process of heterogeneous devices.","","978-4-88552-288-8","10.1109/APNOMS.2014.6996108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6996108","Surveillance system;audio transmission;network camera","Servers;Cameras;Surveillance;Relays;Computer architecture;Protocols;Software","audio streaming;Internet;software architecture;surveillance;video streaming","flexible architecture;real-time audio transmission;heterogeneous devices;software architecture;network cameras;Web-based surveillance system;audio streams;remote monitoring;plug-and-play service","","1","","6","","29 Dec 2014","","","IEEE","IEEE Conferences"
"Audio-visual speech recognition in noisy audio environments","K. Paleček; J. Chaloupka",The Institute of Information Technology and Electronics at the Technical University of Liberec; The Institute of Information Technology and Electronics at the Technical University of Liberec,"2013 36th International Conference on Telecommunications and Signal Processing (TSP)","30 Sep 2013","2013","","","484","487","It is a well-known fact that the visual part of speech can improve the resulting recognition rate mainly in noisy conditions. Main goal of this work is to find a set of visual features which would be possible to use in our audio-visual speech recognition systems. Discrete Cosine Transform (DCT) and Active Appearance Model (AAM) based visual features are extracted from visual speech signals, enhanced by a simplified variant of Hierarchical Linear Discriminant Analysis (HiLDA) and normalized across speakers. The visual features are then combined with standard MFCC audio features by the middle fusion method. The results from audio-visual speech recognition are compared with the results from experiments where the log-spectra minimum mean square error and multiband spectral subtraction methods for reducing additive noise in the audio signal are used.","","978-1-4799-0404-4","10.1109/TSP.2013.6613979","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613979","AAM;audio-visual speech recognition;HiLDA;visual speech feature extraction;speech enhancement","Visualization;Speech recognition;Speech;Feature extraction;Discrete cosine transforms;Shape;Active appearance model","audio-visual systems;discrete cosine transforms;feature extraction;image fusion;image recognition;mean square error methods;speech enhancement;speech recognition","audio-visual speech recognition;noisy audio environments;visual features;discrete cosine transform;DCT;active appearance model;AAM;visual feature extraction;visual speech signals;hierarchical linear discriminant analysis;HiLDA;MFCC audio features;middle fusion method;log-spectra minimum mean square error;multiband spectral subtraction;additive noise","","6","","15","","30 Sep 2013","","","IEEE","IEEE Conferences"
