"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Enhanced Steganographic Method Preserving Base Quality of Information Using LSB, Parity and Spread Spectrum Technique","R. Kaur; A. Thakur; H. S. Saini; R. Kumar","Indo Global Coll. of Eng., Mohali, India; Indo Global Coll. of Eng., Mohali, India; Indo Global Coll. of Eng., Mohali, India; Indo Global Coll. of Eng., Mohali, India","2015 Fifth International Conference on Advanced Computing & Communication Technologies","6 Apr 2015","2015","","","148","152","In order to protect the data on internet from hackers, it is necessary to secure systems to send data safely. For having this security, audio steganography, using multilevel simple embedding technique is used. The main concept in our approach is to use three methods of audio steganography on a single audio file instead of using single method. Basic approach of this paper is to hide three messages in a single audio file. By using this technique host message before steganography and after steganography remains the same. In this paper, we calculate capacity and bit error rate (BER) at different bit indices and we improve bit error rate by applying multilevel technique. Average value of BER of previous technique (i.e. audio steganography using bit modification) is 0.7645 and BER of proposed technique is 0.6354, which is less than the previous one.","2327-0659","978-1-4799-8488-6","10.1109/ACCT.2015.139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7079069","Steganography; Audio steganography; Multilevel technique; Bit error rate (BER); Capacity.","Bit error rate;Encoding;Indexes;Electronic mail;MATLAB;Security;Bandwidth","error statistics;steganography","enhanced steganographic method preserving base quality;LSB;parity;spread spectrum technique;Internet;hackers;secure systems;audio steganography;multilevel simple embedding technique;single audio file;single method;technique host message;bit error rate;BER;bit indices","","2","","13","","6 Apr 2015","","","IEEE","IEEE Conferences"
"Enhancing audio surveillance with hierarchical recurrent neural networks","F. Colangelo; F. Battisti; M. Carli; A. Neri; F. Calabró","Universitá degli Studi Roma Tre, Rome, Italy; Universitá degli Studi Roma Tre, Rome, Italy; Universitá degli Studi Roma Tre, Rome, Italy; Universitá degli Studi Roma Tre, Rome, Italy; Leonardo Finmeccanica, Rome, Italy","2017 14th IEEE International Conference on Advanced Video and Signal Based Surveillance (AVSS)","23 Oct 2017","2017","","","1","6","The need for effective and reliable surveillance techniques is getting nowadays more and more of primary importance, especially in the actual scenario in which safety and security have become a priority. While classical techniques rely on video-based surveillance systems, such as Close-Circuit television, many studies show that also the audio signal can be effectively used for these purposes. There are many characteristics that make the audio signal particularly suited for this task and, above all, the fact that the analysis of the audio signal can greatly improve thanks to the introduction of automatic classification. Recently, a large focus has been on the use of Deep Neural Networks for classifying audio data and, in this work, we aim to test their performance in the audio surveillance field. In this contribution we propose an algorithm for audio events detection in noisy environments based on the use of deep recurrent neural network. The achieved results show satisfactory and improved performances with respect to state-of-the-art techniques.","","978-1-5386-2939-0","10.1109/AVSS.2017.8078496","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8078496","","Computer architecture;Feature extraction;Surveillance;Training;Microprocessors;Noise measurement;Logic gates","audio signal processing;recurrent neural nets;signal classification;signal detection;video surveillance","hierarchical recurrent neural networks;effective surveillance techniques;reliable surveillance techniques;safety;security;classical techniques;video-based surveillance systems;audio signal;audio surveillance field;audio events detection;deep recurrent neural network;audio surveillance enhancement;automatic classification;audio data classification;noisy environments","","3","","21","","23 Oct 2017","","","IEEE","IEEE Conferences"
"A QR-code based audio watermarking technique for tracing traitors","F. Chaabane; M. Charfeddine; W. Puech; C. Ben Amaf","REGIM-Lab.: REsearch Groups in Intelligent Machines, University of Sfax, ENIS, BP 1173, Sfax, 3038, Tunisia; REGIM-Lab.: REsearch Groups in Intelligent Machines, University of Sfax, ENIS, BP 1173, Sfax, 3038, Tunisia; LIRMM Laboratory, UMR 5506 CNRS, University of Montpellier II, 161, Rue Ada, 34392, Montpellier Cedex 05, France; REGIM-Lab.: REsearch Groups in Intelligent Machines, University of Sfax, ENIS, BP 1173, Sfax, 3038, Tunisia","2015 23rd European Signal Processing Conference (EUSIPCO)","28 Dec 2015","2015","","","51","55","Handling a great number of users and surviving different types of attacks present fundamental challenges of the majority fingerprinting systems in the tracing traitor field. In this paper, the proposed technique consists in embedding a fingerprint, a QR code in the audio stream extracted from the media release. Using the QR-code provides several advantages as supporting a large amount of information in a compact format end damage resiliency. This paper proposes to encode the identifier which is a parallel concatenation of two tracing codes: Boneh Shaw and Tardos codes into QR-code. The proposed approach should not only improve the two-stage tracing strategy by reducing the complexity computation, but also enhance the secure side of the proposed technique by the preprocessing treatment before generating the QR-code.","2076-1465","978-0-9928-6263-3","10.1109/EUSIPCO.2015.7362343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7362343","QR-code;tracing traitors;Boneh Shaw;Tardos;preprocessing","Watermarking;Robustness;Media;Europe;Signal processing;Multimedia communication;Streaming media","audio streaming;audio watermarking;computational complexity;QR codes","Quick Response codes;QR code;audio watermarking technique;fingerprinting systems;tracing traitor field;audio stream;tracing codes;Boneh Shaw codes;Tardos codes;two-stage tracing strategy;complexity computation;preprocessing treatment","","5","","11","","28 Dec 2015","","","IEEE","IEEE Conferences"
"Secure and robust high quality DWT domain audio watermarking algorithm with binary image","A. R. Elshazly; M. M. Fouad; M. E. Nasr","Electronics and Electrical Communication Dept., Zagazig University, Zagazig, Egypt; Electronics and Electrical Communication Dept., Zagazig University, Zagazig, Egypt; Electronics and Electrical Communication Dept., Tanta University, Tanta, Egypt","2012 Seventh International Conference on Computer Engineering & Systems (ICCES)","10 Jan 2013","2012","","","207","212","To enhance security and robustness of digital audio watermarking algorithms, this paper presents an algorithm based on mean-quantization in Discrete Wavelet Transform (DWT) domain. A binary image is used as a watermark, and is encrypted with chaotic encryption with secret key. This approach is based on the embedding of an encrypted watermark in the low frequency components using a two wavelet functions with adaptation to the frame size. The reason for embedding the watermark in the low frequency components is that these components' energy is high enough to embed the watermark in such a way that the watermark is inaudible; therefore, it should not alter the audible content and should not be easy to remove. The algorithm has a good security because only the authorized can detect the copyright information embedded to the host audio signal. The watermark can be blindly extracted without knowledge of the original signal. To evaluate the performance of the presented audio watermarking method, objective quality tests including bit error rate (BER), normalized cross correlation(NCC), peak-signal to noise ratio (PSNR) are conducted for the watermark and Signal-to-Noise Ratio(SNR) for audio signals. The tests' results show that the approach maintains high audio quality, and yields a high recovery rate after attacks by commonly used audio data manipulations such as noise addition, amplitude modification, low-pass filtering, re-quantization, re-sampling, cropping, cutting, and compression. Simulation results show that our approach not only makes sure robustness against common attacks, but it also further improves systemic security and robustness against malicious attack.","","978-1-4673-2961-3","10.1109/ICCES.2012.6408514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6408514","Audio watermarking;Binary image;normalized cross correlation;Robustness;Security component;formatting;style;styling;insert","Watermarking;Bit error rate;Robustness;Discrete wavelet transforms;PSNR","audio watermarking;copyright;cryptography;discrete wavelet transforms;error statistics;image watermarking","robust high quality DWT domain audio watermarking algorithm;binary image;digital audio watermarking algorithms;mean-quantization;discrete wavelet transform domain;DWT domain;chaotic encryption;secret key;low-frequency components;wavelet functions;frequency components;copyright information;host audio signal;bit error rate;BER;normalized cross correlation;NCC;peak-signal to noise ratio;PSNR;audio data manipulations;low-pass filtering;amplitude modification;malicious attack","","13","","19","","10 Jan 2013","","","IEEE","IEEE Conferences"
"An approach for enhancing message security in audio steganography","A. K. Mandal; M. Kaosar; M. O. Islam; M. D. Hossain","Dept. of Computer Engineering, Hajee Md. Danesh Science and Technology University, Dinajpur, Bangladesh; School of Computing and Mathematics, Charles Sturt University, Bathurst, NSW, Australia; Dept. of Telecommunication and Electronic Engineering, Hajee Md. Danesh Science and Technology University, Dinajpur, Bangladesh; Dept. of Computer Science and Information Technology, Hajee Md. Danesh Science and Technology University, Dinajpur, Bangladesh","16th Int'l Conf. Computer and Information Technology","29 Dec 2014","2014","","","383","388","Concealing a message and ensuring its security is inevitable in data transmission. Among various concepts, one approach is steganography that encodes secret message in indiscernible way. In this paper, we present an audio steganographic technique and propose a novel approach to hide data in the least significant bit (LSB) of the stereo-audio samples with CD-quality. Here, on the basis of stego-key and its parity, message bits are encoded into cover audio samples. In terms of security and imperceptibility, this method is a significant improvement of LSB method for hiding information in audio.","","978-1-4799-3497-3","10.1109/ICCITechn.2014.6997310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6997310","least significant bit;audio steganography;stego-key;parity bit;message security","Silicon;Encoding;Bismuth;Security;Signal to noise ratio;Decoding;Receivers","audio coding;steganography","audio steganography;message security enhancement;data transmission;least significant bit;stereo-audio samples;information hiding","","1","","15","","29 Dec 2014","","","IEEE","IEEE Conferences"
"Enhancing the Labelling of Audio Samples for Automatic Instrument Classification Based on Neural Networks","G. Castel-Branco; G. Falcao; F. Perdigão","University of Coimbra,Instituto de Telecomunicações,Portugal; University of Coimbra,Instituto de Telecomunicações,Portugal; University of Coimbra,Instituto de Telecomunicações,Portugal","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","1583","1587","The polyphonic OpenMIC-2018 dataset is based on weak and incomplete labels. The automatic classification of sound events, based on the VGGish bottleneck layer as proposed before by the AudioSet, implies the classification of only one second at a time, making it hard to find the label of that exact moment. To answer this question, this paper proposes PureMic, a new strongly labelled dataset (SLD) that isolates 1000 single instrument clips manually labelled. Moreover, the proposed model classifies clips over time and also enhances the labelling robustness of a high number of unlabelled samples in OpenMIC-2018 due to its ability of classification over time. In the paper we disambiguate and report the automatic labelling of previously unlabelled samples. Our proposed new labels achieves a mean average precision (mAP) of 0.701 for OpenMIC test data, outperforming its baseline (0.66). We released our code online in order to follow the proposed implementation <sup>1</sup>.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053625","OpenMIC-2018;AudioSet;PureMic;Instrument classification;Instrument labelling;Deep learning","Instruments;Music;Signal processing;Superluminescent diodes;Robustness;Labeling;Speech processing","acoustic signal processing;audio signal processing;neural nets;signal classification","OpenMIC test data;audio samples;automatic instrument classification;neural networks;polyphonic OpenMIC-2018 dataset;weak labels;incomplete labels;sound events;VGGish bottleneck layer;strongly labelled dataset;labelling robustness;unlabelled samples;automatic labelling;mean average precision","","1","","18","","9 Apr 2020","","","IEEE","IEEE Conferences"
"Research on dynamic range control used to audio directional system","J. Liang; S. Gao; Y. Li","School of Automotive Engineering, Dalian University of Technology, Dalian 116024, China; School of Automotive Engineering, Dalian University of Technology, Dalian 116024, China; College of materials Science and Engineering, Jilin University, Changchun 130022, China","2011 International Conference on Mechatronic Science, Electric Engineering and Computer (MEC)","22 Sep 2011","2011","","","498","501","The algorithm of the dynamic range control (DRC) was applied in the research of the audio directional system. According to the feature of audio directional system, the implementation of the static curve was modified, and the model of DRC based on simulink was built. The calculation results demonstrate that DRC is an effective optimal method to enhance the main sound and reduce the noise in the audio directional system.","","978-1-61284-722-1","10.1109/MEC.2011.6025511","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6025511","Audio directional system;Dynamic range control;simulink","Dynamic range;Noise;Heuristic algorithms;Acoustics;Signal processing algorithms;Algorithm design and analysis;Field programmable gate arrays","audio systems","dynamic range control;audio directional system;static curve;optimal method","","2","","5","","22 Sep 2011","","","IEEE","IEEE Conferences"
"A Dual-Channel Time-Spread Echo Method for Audio Watermarking","Y. Xiang; I. Natgunanathan; D. Peng; W. Zhou; S. Yu","School of Information Technology, Deakin University, Melbourne, Australia; School of Engineering, Deakin University, Geelong, Australia; Machine Intelligence Laboratory, College of Computer Science, Sichuan University, Chengdu, China; School of Information Technology, Deakin University, Melbourne, Australia; School of Information Technology, Deakin University, Melbourne, Australia","IEEE Transactions on Information Forensics and Security","12 Mar 2012","2012","7","2","383","392","This work proposes a novel dual-channel time-spread echo method for audio watermarking, aiming to improve robustness and perceptual quality. At the embedding stage, the host audio signal is divided into two subsignals, which are considered to be signals obtained from two virtual audio channels. The watermarks are implanted into the two subsignals simultaneously. Then the subsignals embedded with watermarks are combined to form the watermarked signal. At the decoding stage, the watermarked signal is split up into two watermarked subsignals. The similarity of the cepstra corresponding to the watermarked subsignals is exploited to extract the embedded watermarks. Moreover, if a properly designed colored pseudonoise sequence is used, the large peaks of its auto-correlation function can be utilized to further enhance the performance of watermark extraction. Compared with the existing time-spread echo-based schemes, the proposed method is more robust to attacks and has higher imperceptibility. The effectiveness of our method is demonstrated by simulation results.","1556-6021","","10.1109/TIFS.2011.2173678","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6061955","Audio watermarking;autocorrelation;colored pseudonoise (PN) sequence;echo hiding;echo kernel;time-spread echo","Watermarking;Robustness;Decoding;Educational institutions;Electronic mail;Media","audio coding;audio watermarking;decoding","dual-channel time-spread echo method;audio watermarking;perceptual quality;embedding stage;host audio signal;virtual audio channels;decoding stage;watermarked subsignals;embedded watermark extraction;colored pseudonoise sequence;autocorrelation function;imperceptibility","","73","","33","","26 Oct 2011","","","IEEE","IEEE Journals"
"MDCT audio coding with pulse vector quantizers","J. Svedberg; V. Grancharov; S. Sverrisson; E. Norvell; T. Toftgård; H. Pobloth; S. Bruhn","SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden; SMN, Ericsson Research, Ericsson AB, 164 80, Stockholm, Sweden","2015 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","6 Aug 2015","2015","","","5937","5941","This paper describes a novel audio coding algorithm that is a building block in the recently standardized 3GPP EVS codec [1]. The presented scheme operates in the Modified Discrete Cosine Transform (MDCT) domain and deploys a Split-PVQ pulse coding quantizer, a noise-fill, and a gain control optimized for the quantizer's properties. A complexity analysis in terms of WMOPS is presented to illustrate that the proposed Split-PVQ concept and dynamic range optimized MPVQ-indexing are suitable for real-time audio coding. Test results from formal MOS subjective evaluations and objective performance figures are presented to illustrate the competitiveness of the proposed algorithm.","2379-190X","978-1-4673-6997-8","10.1109/ICASSP.2015.7179111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7179111","Audio Coding;MDCT;PVQ;Noise-Fill;EVS","Codecs;Complexity theory;Shape;Bit rate;Audio coding;Lattices","3G mobile communication;audio coding;discrete cosine transforms;vector quantisation;voice communication","modified discrete cosine transform;MDCT audio coding;pulse vector quantizers;audio coding algorithm;enhanced voice services;3GPP EVS codec;split-PVQ pulse coding quantizer;WMOPS;MPVQ-indexing","","3","2","20","","6 Aug 2015","","","IEEE","IEEE Conferences"
"Matrix Pencil Method applied to the compression of audio data in naval operations","D. Chaparro-Arce; A. Gallego; F. Albarracin-Vargas; C. Gutierrez; F. Vega; C. Pedraza","Universidad Nacional de Colombia Bogotá,Colombia; Universidad Nacional de Colombia Bogotá,Colombia; Universidad Nacional de Colombia Bogotá,Colombia; Escuela Naval de Cadetes ""Almirante Padilla"",Cartagena,Colombia; Universidad Nacional de Colombia Bogotá,Colombia; Universidad Nacional de Colombia Bogotá,Colombia","2020 IEEE International Conference on Computational Electromagnetics (ICCEM)","12 Oct 2020","2020","","","254","256","In this paper, a technique for compressing data from a time-domain audio digital signal, using the Matrix Pencil Method (MPM) is presented. The results show that the selection of critical parameters like time window and sampling frequency can effectively work alongside MPM, to reduce an audio signal data to a set of residues and poles, and have an accurate reconstruction of the vector related to the original audio. The compression process is focused on acoustic signals coming from boat engines and the reconstruction made for these poles and residues provides an R<sup>2</sup> correlation coefficient near to 100%. Besides, is possible to obtain a rate of compression between 80 and 93%. The audio signals are collected by hydrophones deployed in a coastal area, close to the shore. The signal under process is expected to present frequency components up to 1KHz. The data reduction enhances the transfer time and the bandwidth of the wireless communication channel under maritime conditions. Also, the proposed system considers the case of multiple sensor locations, acquiring a signal from multiple points in the area of influence allowing higher-level processes as the identification and tracking of the observed boat in naval operations.","","978-1-7281-3448-2","10.1109/ICCEM47450.2020.9219350","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9219350","Matrix Pencil;Acoustic signals;frequency;poles;compression;reconstruction","","acoustic signal processing;audio coding;data compression;matrix algebra;signal reconstruction","audio signal data;compression process;acoustic signals;boat engines;correlation coefficient;audio signals;data reduction;transfer time;naval operations;time-domain audio digital signal;matrix pencil method;MPM;time window;sampling frequency;wireless communication channel","","","","5","","12 Oct 2020","","","IEEE","IEEE Conferences"
