"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Complex Polyalphabetic Cipher Technique Myanmar Polyalphabetic Cipher","T. M. Aung; N. N. Hla","Faculty of Computer Systems and Technologies, University of Computer Studies, Yangon (UCSY), Myanmar; Faculty of Computing and Mathematics, University of Computer Studies, Yangon (UCSY), Myanmar","2019 International Conference on Computer Communication and Informatics (ICCCI)","2 Sep 2019","2019","","","1","9","The rapid development of electronic exchange of digital information increases the importance of information security in storage and transmission of data on public communication network. Cryptography has emerged as a solution that plays an key role in the security of information against malicious attacks. There are various cipher techniques in cryptography, such as monoalphabetic cipher, polyalphabetic cipher, etc. to support data confidentiality as security mechanisms. They are methods of enveloping plain text message into cipher text protecting it from adversaries. The process of encryption of alphabets is the converting original message into non readable form. The Vigenère cipher is one of the most common basic cipher techniques. It is a polyalphabetic cipher technique which uses the Vigenère table for the process of enveloping English alphabets. But Vigenère cipher is longer vulnerable to Kasiski and Friedman attacks based on letter frequency analysis. Thus, in this paper we propose a polyalphabetic cipher that is a new encryption and decryption technique with diffusion and confusion properties based on the concept of the complex cipher used by combining of Vigenère cipher with Affine cipher for the increase of data security in data storage and transmission on public communication networks. Then, our proposed technique is extended by designing based on Myanmar alphabet characters for the increase of data security for Myanmar language. This cipher technique transforms the plain text message in Myanmar alphabet characters into the cipher text in Myanmar alphabet characters using the key in Myanmar alphabet characters.","2329-7190","978-1-5386-8260-9","10.1109/ICCCI.2019.8821797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8821797","Affine cipher;monoalphabetic cipher;polyalphabetic cipher;Vigenère cipher;Myanmar alphabets","Ciphers;Encryption;Informatics;Communication networks;Additives","cryptography","data storage;public communication network;data security;plain text message;cipher text;digital information;information security;cryptography;monoalphabetic cipher;security mechanisms;common basic cipher techniques;encryption;decryption technique;data confidentiality;Vigenere cipher;affine cipher;Myanmar polyalphabetic cipher;complex polyalphabetic cipher technique","","1","","13","","2 Sep 2019","","","IEEE","IEEE Conferences"
"Hybrid RC4 and Affine Ciphers to Secure Short Message Service on Android","O. S. Sitompul; Handrizal; N. H. Pasaribu; E. B. Nababan","Department of Information Technology, Universitas Sumatera, Utara Medan, Indonesia; Department of Computer Science, Universitas Sumatera, Utara Medan, Indonesia; Department of Computer Science, Universitas Sumatera, Utara Medan, Indonesia; Department of Information Technology, Universitas Sumatera, Utara Medan, Indonesia","2018 Third International Conference on Informatics and Computing (ICIC)","1 Aug 2019","2018","","","1","6","Nowadays, short message service is one of the most popular communication systems between individuals using cellular phones. Every SMS entering a person cellular phone should be considered as a private matter, therefore its privacy as well a security are very important and be kept secret. One popular technique in securing the confidentiality of a message is cryptography whereby a plain message is transformed into an encrypted text. In this paper, we propose a hybrid of two symmetric cryptography algorithms in order to secure messages to be sent on an Android device. Algorithm to encrypt and to decrypt the message is RC4 cipher, while the algorithm to encrypt and decrypt the RC4 key is Affine cipher. The sender firstly encrypts the message to be sent and then encrypts the key. Both the cipher text and the cypher key are sent to the receiver. The receiver should decrypt the cipher key before the ciphertext could be decrypted. An Android based application has been built to implement the proposed method and the result obtained showed that the two algorithms provide a consistent encryption result where the length of the message before being encrypted is always the same as the message obtained after decryption.","","978-1-5386-6921-1","10.1109/IAC.2018.8780567","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8780567","hybrid cryptography;RC4 cipher;Affine cipher;short message service;Android","Ciphers;Encryption;Smart phones;Message service;Indexes","Android (operating system);cryptography;smart phones","Hybrid RC4;cellular phones;plain message;encrypted text;symmetric cryptography algorithms;RC4 cipher;RC4 key;cipher key;ciphertext;short message service;affine cipher;Android","","1","","12","","1 Aug 2019","","","IEEE","IEEE Conferences"
"Improved Cube Attacks on Some Authenticated Encryption Ciphers and Stream Ciphers in the Internet of Things","Y. He; G. Wang; W. Li; Y. Ren","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Cyberspace School, Hangzhou Dianzi University, Hangzhou, China","IEEE Access","3 Feb 2020","2020","8","","20920","20930","With technical development and internet popularization, Internet of Things (IoT) technology is gaining a wider application in various fields. Key challenges in the growth of IoT are related to privacy and security. To avoid any possible malicious attacks, employing cryptosystems is widely recognized as one of the most effective approaches to implement confidentiality, integrity, and message authentication for the security of IoT. In this work, we investigate the security of Authenticated Encryption ciphers and stream cipher by using the improved cube attack. Firstly, we introduce a method to identify good cubes, which leads to the largest-round distinguisher. Our idea is based on the greedy algorithm of finding cubes and the numeric mapping method for estimating the algebraic degree of the NFSR-based cryptosystem. By using this method, we can efficiently explore useful cubes from a large search space. Further, we evaluate the security of several cryptographic primitives against the cube attack by using the SAT model of division property and flag technique, which can make the propagation of division property more accurately. Experiments show that we can obtain some new or improved cryptanalysis on MORUS-640-128, TRIAD, Quartet, TriviA-ck-v2, and Enhanced-bivium. The attacks can improve the number of attacking rounds and efficiency, and provide a vital reference for security analysis of other Authenticated Encryption ciphers and lightweight stream ciphers.","2169-3536","","10.1109/ACCESS.2020.2967070","National Basic Research Program of China (973 Program)(grant numbers:2017YFB0802300); National Cryptography Development Fund(grant numbers:MMJJ20180201); International Science and Technology Cooperation Programme(grant numbers:61961146004); National Natural Science Foundation of China(grant numbers:61572125); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8962078","IoT;CAESAR;NIST;SAT;authenticated cipher;stream cipher;cube attack;division property","Ciphers;Internet of Things;Complexity theory;Encryption;NIST","computability;cryptography;greedy algorithms;Internet of Things;message authentication;shift registers","authenticated encryption ciphers;stream cipher;Internet of Things technology;possible malicious attacks;message authentication;improved cube attack;numeric mapping method;NFSR-based cryptosystem;useful cubes;security analysis;lightweight stream ciphers;Internet popularization;malicious attacks;good cubes identification;cryptographic primitives;SAT model;MORUS-640-128;TRIAD;Quartet;TriviA-ck-v2;Enhanced-bivium;attacking rounds number","","","","38","CCBY","17 Jan 2020","","","IEEE","IEEE Journals"
"Design of Hybrid Cryptography System based on Vigenère Cipher and Polybius Cipher","S. Vatshayan; R. A. Haidri; J. Kumar Verma","Galgotias University,School of Computing Science & Engg.,Greater Noida,India; Galgotias University,School of Computing Science & Engg.,Greater Noida,India; Amity University Haryana,Amity School of Engg. & Technology,Gurugram (Manesar),India","2020 International Conference on Computational Performance Evaluation (ComPE)","18 Sep 2020","2020","","","848","852","The Cryptography is gotten from a Greek word which implies the craft of ensuring data by changing it into a muddled organization and unreadable format. It is a mix of arithmetic and software engineering. The dynamite growth of the Internet has made an expanded familiarity with intrigue uncertainty issues. Even though security is the measure worries over the internet, numerous applications have been created and structured without considering fundamental destinations of data security that is confidentiality, authentication, and protection. As our day by day exercises become increasingly more dependent upon data networks, the significance of an understanding of such security issues and trouble will also increase. To forestall some undesirable clients or individuals to gain admittance to the data, cryptography is required. .This paper introduces a new hybrid security cipher by combining the two most important Ciphers such as Polybius Cipher and Vigenère Cipher. This hybrid encryption cipher provides greater security as compared to classic ciphers.","","978-1-7281-6644-5","10.1109/ComPE49325.2020.9199997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9199997","Encryption;Cryptography;Polybius Ciphers;Vigenère Ciphers","Ciphers;Encryption;Receivers;Technological innovation","authorisation;computer network security;cryptography;data protection;Internet","data protection;data confidentiality;Internet;hybrid security cipher;security issues;data networks;authentication;data security;intrigue uncertainty issues;software engineering;unreadable format;hybrid cryptography system;hybrid encryption cipher;Vigenère Cipher;Polybius Cipher","","","","15","","18 Sep 2020","","","IEEE","IEEE Conferences"
"An Improved Hill Cipher Algorithm using CBC and Hexadecimal S-Box","J. R. Paragas; A. M. Sison; R. P. Medina","Technological Institute of the Philippines,Graduate Program Department,Quezon City,Philippines; Emilio Aguinaldo College,School of Computer Studies,Manila,Philippines; Technological Institute of the Philippines,Dean of the Graduate Programs,Quezon City,Philippines","2019 IEEE Eurasia Conference on IOT, Communication and Engineering (ECICE)","27 Dec 2019","2019","","","77","81","In order to ensure the security and confidentiality of data, cryptography is used during the exchange of information. The hill cipher is a polygraph cipher with a basic structure and easy calculations. Nonetheless, it is vulnerable to a known-plaintext attack. The instability of an invertible key matrix for decryption is another drawback. In this paper, the method of encrypting plaintext in 128-bit blocks using multiple rounds of encryption process, cipher block chaining, and hexadecimal substitution box was used to resolve these limitations of the Hill cipher. The modified approach offers better data protection and overcomes the drawbacks of the original hill cipher algorithm. The test results prove that the ciphertext protection is 55.34 percent avalanche effect score and goes through the randomness check method based on the actual experiment.","","978-1-7281-2501-5","10.1109/ECICE47484.2019.8942717","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8942717","cipher block chaining;hill cipher;polygraph cipher;substitution box","Ciphers;Conferences;Data protection;Matrices;Encryption","cryptography;data protection;matrix algebra","polygraph cipher;known-plaintext attack;invertible key matrix;128-bit blocks;encryption process;cipher block chaining;hexadecimal substitution box;data protection;Hill cipher algorithm;hexadecimal S-box","","3","","14","","27 Dec 2019","","","IEEE","IEEE Conferences"
"A. J. Cipher","Aakash; J. K. Soni; B. Sharma","Department of Computer Application, National Institute of Technology, Kurukshetra, India; Department of Computer Application, National Institute of Technology, Kurukshetra, India; Department of Computer Application, National Institute of Technology, Kurukshetra, India","2017 2nd International Conference on Telecommunication and Networks (TEL-NET)","23 Apr 2018","2017","","","1","6","Cryptography is one of the most secure fields to transmit the data over the network. On that point are various cipher techniques available for encrypting the messages such as Ceaser Cipher, Modified Ceaser Cipher, Monoalphabetic Cipher, Polyalphabetic Cipher, Vernam Cipher etc. One of the most famous technique is Vigenere Cipher. The Vigenere cipher is a method of Encrypting alphabetic text by applying a series of different Caesar ciphers based on the letters of a keyword. It is a Polyalphabetic cipher technique which uses the Vigenere table for the cognitive operation of encryption of alphabets. This paper extends the Vigenere table by including numerical data and special characters so that the numbers or particular character can also be encrypted using this technique. It comprises the encryption process of Vigenere Cipher and Ceaser Cipher for getting the ciphertext from plaintext and key.","","978-1-5090-6710-7","10.1109/TEL-NET.2017.8343547","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8343547","Cryptography;Ceaser Cipher;Polyalphabetic","Ciphers;Encryption;Computer applications;Receivers","cryptography","Vigenere Cipher;Polyalphabetic cipher technique;Vigenere table;cipher techniques;Monoalphabetic Cipher;Vernam Cipher;Caesar ciphers;ciphertext;plaintext","","1","","7","","23 Apr 2018","","","IEEE","IEEE Conferences"
"Multiple text encryption, key entrenched, distributed cipher using pairing functions and transposition ciphers","B. H. Krishna; I. R. S. Reddy; S. Kiran; R. P. K. Reddy","Computer Science and Engineering, JNTUAC of Engineering (Autonomous), Pulivendula, India; Computer Science and Engineering, JNTUAC of Engineering (Autonomous), Pulivendula, India; Computer Science and Engineering, YSREC of YVU, Proddatur, India; Computer Science and Engineering, YSREC of YVU, Proddatur, India","2016 International Conference on Wireless Communications, Signal Processing and Networking (WiSPNET)","15 Sep 2016","2016","","","1059","1061","The process of distributing information in a secured way is called Secured Communication. Secured information involves Encryption procedure at the sender side and Decryption process at the receiver side of the communication system. Many Ciphers have been developed to provide data guard. The effectiveness of the Ciphers that are being used depends mainly on their throughput and memory constraint. The proposed method encrypts two messages at a time with the help pairing function so that it reduces the size to half of original length. The key is embedded within the cipher text with the help of transposition ciphers. The proposed method decrypts the single message (which is transmitted) into two messages with the help of depairing functions.","","978-1-4673-9338-6","10.1109/WiSPNET.2016.7566299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7566299","Pairing Function;transposition cipher;encryption and decryption","Ciphers;Encryption;Computer science;Conferences;Receivers;Computers","cryptography","transposition ciphers;multiple text encryption;key entrenched;distributed cipher;pairing functions;secured communication;encryption procedure;decryption process","","6","","8","","15 Sep 2016","","","IEEE","IEEE Conferences"
"An effective RC4 stream cipher","T. D. B. Weerasinghe","IFS R&D International (Pvt) Ltd, Sri Lanka","2013 IEEE 8th International Conference on Industrial and Information Systems","6 Feb 2014","2013","","","69","74","RC4 is the most widely used stream cipher around. A lot of modifications of RC4 cipher can be seen in open literature. Most of them enhance the secrecy of the cipher and the security levels have been analyzed theoretically by using mathematics. In this paper, a new effective RC4 cipher is proposed and the security analysis has been done using Shannon's Secrecy theories where numerical values are obtained to depict the secrecy. The proposed cipher is a combination of Improved RC4 cipher proposed by Jian Xie et al and modified RC4 cipher proposed by T.D.B Weerasinghe, which were published prior to this work. Combination is done in such a way that the concept used in the modified RC4 algorithm is used in the Improved RC4 cipher by Jian Xie et al. Importantly, an immense improvement of performance and secrecy are obtained by this combination. Hence this particular modification of RC4 cipher can be used in software applications where there is a need to improve the throughput as well as secrecy.","2164-7011","978-1-4799-0910-0","10.1109/ICIInfS.2013.6731957","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6731957","Data encryption;RC4 modifications;Secrecy of ciphers;Stream cipher","Ciphers;Encryption;Throughput;Algorithm design and analysis;Entropy;Conferences","cryptography;numerical analysis","effective RC4 stream cipher;security levels;security analysis;Shannon secrecy theory;improved RC4 cipher algorithm;modified RC4 cipher algorithm","","14","","10","","6 Feb 2014","","","IEEE","IEEE Conferences"
"Cipher Block Parallel Mode","V. V. Kumari; B. D. Reddy; K. Raju","Andhra University,Dept. of CSSE,Visakhapatnam,India; VIIT,Dept. of CSE,Visakhapatnam,India; GVPCDPG,Dept. of CSE,Visakhapatnam,India","2020 IEEE-HYDCON","3 Nov 2020","2020","","","1","7","Most of the current symmetric cryptographic algorithms are deterministic algorithms, i.e., for a given plain text and key mix, the encryption dependably results in the same cipher-text. The attacker can misuse this deterministic nature of symmetric block encryption algorithms by carrying cryptanalysis. Different block cipher modes are utilized as a part of an extension to these algorithms to make the resulting Cipher probabilistic in nature. Secure Cipher Block Modes make symmetrical algorithms to execute serially. The proposed cipher block Parallel (CPB) Mode is secure and brings parallelism in the execution of symmetric algorithms. Thereby enables faster encoding of the information blocks on a Multi-processor system framework simultaneously. This paper discusses the design and implementation of cipher block parallel mode in detail, including its security and performance.","","978-1-7281-4994-3","10.1109/HYDCON48903.2020.9242820","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9242820","Cipher Block Modes;parallel processing;symmetric cryptography","Ciphers;Parallel processing;Probabilistic logic;Encoding;Encryption","cryptography","cipher block parallel mode;symmetric cryptographic algorithms;deterministic algorithms;plain text;cipher-text;deterministic nature;symmetric block encryption algorithms;block cipher modes;symmetrical algorithms;information blocks;secure cipher block modes","","","","16","","3 Nov 2020","","","IEEE","IEEE Conferences"
"SCLCT: Secured cross language cipher technique","S. Kumar; R. Johari; L. Singh; K. Gupta","UNIVERSITY SCHOOL OF INFORMATION & COMMUNICATION TECHNOLOGY, GGSIPU, DWARKA NEW DELHI-78, India; UNIVERSITY SCHOOL OF INFORMATION & COMMUNICATION TECHNOLOGY, GGSIPU, DWARKA, NEW DELHI-78, India; SOFTWARE DEVELOPER, ALGOSOFT TECHNOLOGIES, NOIDA, UTTAR PRADESH-201301, India; SCIENTIST ‘D’ C-DAC(CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING), SEC-62, NOIDA, U.P, India","2017 International Conference on Computing, Communication and Automation (ICCCA)","21 Dec 2017","2017","","","545","550","Cryptography is the fascinating science that deals with constructing and destructing the secret codes. The evolving digitization in this modern era possesses cryptography as one of its backbones to perform the transactions with confidentiality and security wherever the authentication is required. With the modern technology that has evolved, the use of codes has exploded, enriching cryptology and empowering citizens. One of the most important things that encryption provides anyone using any kind of computing device is `privacy'. There is no way to have true privacy with strong security, the method with which we are dealing with is to make the cipher text more robust to be by-passed. In current work, the well known and renowned Caesar cipher and Rail fence cipher techniques are combined with a cross language cipher technique and the detailed comparative analysis amongst them is carried out. The simulations have been carried out on Eclipse Juno version IDE for executions and Java, an open source language has been used to implement these said techniques.","","978-1-5090-6471-7","10.1109/CCAA.2017.8229861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8229861","Cryptography;Security;Encryption;Rail Fence Cipher;Caesar Cipher;CLCT Cipher;SCLCT Cipher","Ciphers;Encryption;Rails;Java;Automation","cryptography;data privacy;Java","secured cross language cipher technique;fascinating science;secret codes;evolving digitization;modern era possesses cryptography;cryptology;empowering citizens;computing device;privacy;cipher text;open source language","","2","","7","","21 Dec 2017","","","IEEE","IEEE Conferences"
