"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Security Analysis of a New FPE Stream Cipher","A. Pérez-Resa; M. Garcia-Bosque; C. Sánchez-Azqueta; S. Celma","Group of Electronic Design, Zaragoza University, Zaragoza, Spain; Group of Electronic Design, Zaragoza University, Zaragoza, Spain; Group of Electronic Design, Zaragoza University, Zaragoza, Spain; Group of Electronic Design, Zaragoza University, Zaragoza, Spain","2020 IEEE International Symposium on Circuits and Systems (ISCAS)","28 Sep 2020","2020","","","1","5","In some encryption systems it is necessary to preserve the format and length of the encrypted data. This kind of encryption is called FPE (Format Preserving Encryption) or DPE (Datatype Preserving Encryption). For example, in the case of PCS (Physical Coding Sublayer) at Gigabit Ethernet optical communications, the 8b10b symbol flow can be encrypted at line rate thanks to a symmetric encryption scheme that must preserve the format and coding properties of 8b10b symbols. In this case, since a high speed data flow needs to be encrypted preserving its format, the usage of an FPE stream cipher could be advantageous. For this purpose, a new keystream generator scheme is proposed in this work. It is based on a secure block cipher working in CTR (Counter) mode whose output is subjected to a modulo operation. Moreover, a security analysis for this mode is carried out, deriving an expression for the IND-CPA (Indistinguishability under Chosen Plaintext Attack) advantage of any adversary, concluding that this mode can be considered secure in the same way as traditional modes are. Furthermore, the proposed structure has been implemented over an FPGA (Field Programmable Gate Array) device and adapted to a Gigabit Ethernet application.","2158-1525","978-1-7281-3320-1","10.1109/ISCAS45731.2020.9181191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9181191","FPE (Format Preserving Encryption);IND-CPA (Indistinguishability under Chosen Plaintext Attack);stream cipher;FPGA (Field Programmable Gate Array)","Games;Ciphers;Encryption;Field programmable gate arrays;Encoding","cryptography;field programmable gate arrays;local area networks","coding properties;high speed data;keystream generator scheme;secure block cipher;CTR mode;datatype preserving encryption;symmetric encryption scheme;line rate thanks;8b10b symbol flow;Gigabit Ethernet optical communications;physical coding sublayer;format preserving encryption;encrypted data;encryption systems;FPE stream cipher;security analysis","","","","12","","28 Sep 2020","","","IEEE","IEEE Conferences"
"Secure LSB Steganography over Modified Vigenère-AES Cipher and Modified Interrupt Key-AES Cipher","A. Ajmera; S. S. Ghosh; T. Vijayetha","Computer Engineering, Mukesh Patel School of Technology Management and Engineering, NMIMS, Mumbai, India; Computer Engineering, Mukesh Patel School of Technology Management and Engineering, NMIMS, Thane, India; Dept of Computer Engineering, Mukesh Patel School of Technology Management and Engineering, NMIMS, Mumbai, India","2018 IEEE Punecon","27 Jun 2019","2018","","","1","7","Steganography is the art of hiding the existence of a message between sender and intended recipient. Steganography has been used to hide secret messages in various types of files, including digital images, audio and video. In Image Steganography, secret communication is achieved through embedding a Message Image into a Cover Image. But some general Steganography techniques like LSB, Pixel value Differencing are prone to Information theft. In this paper, the LSB based Image Steganography is combined with two newly proposed Cryptography techniques. The two Cryptography techniques proposed are: Vigenère-AES Cipher and Modified Interrupt Key. Vigenère-AES Cipher Steganography performs a Vigenère Cipher on the Message Image followed by AES Cipher. This Cryptographed Image is then embedded inside the Cover Image using an LSB Lossless Steganographic technique. The Modified Interrupt Key Steganography performs an Interrupt Key based Cryptography on the Message Image. The Cryptographed image is then embedded inside the Cover Image using an LSB Lossless Steganographic technique. The results of these techniques are more secured form of Information hiding as they use Stego-Keys. The Stego-Keys are transmitted securely using a Diffie- Hellman Key Exchange technique.","","978-1-5386-7278-5","10.1109/PUNECON.2018.8745393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8745393","LSB- Least Significant Bit;AES- Advanced Encryption Standard;Vigenère Cipher","","cryptography;image coding;steganography","Modified Interrupt Key-AES Cipher;secret messages;digital images;Image Steganography;Message Image;Cover Image;Cryptography techniques;LSB Lossless Steganographic technique;Modified Interrupt Key Steganography;Cryptographed image;Information hiding;secret communication;pixel value differencing;modified Vigenere-AES cipher;Diffie-Hellman key exchange technique;Vigenere-AES cipher steganography;stego-keys","","","","16","","27 Jun 2019","","","IEEE","IEEE Conferences"
"Generation of Invertible High Order Matrix Keys for the Hill Cipher","R. Munzhelele; C. Chibaya","Sol Plaatje University,Department of Computer Science & Information Technology,Kimberley,South Africa; Sol Plaatje University,Department of Computer Science & Information Technology,Kimberley,South Africa","2020 2nd International Multidisciplinary Information Technology and Engineering Conference (IMITEC)","1 Feb 2021","2020","","","1","4","Developers are often limited to the use of low order matrix keys when the Hill cipher is embraced. This is due to the complexity of determining matrix inverses when high order matrices are involved. Matrix inverses are required during decryption. This paper proposes an approach for generating invertible high order matrix keys for the Hill cipher. The Hill cipher uses a matrix key of order n x n for encryption, and its inverse is required for decryption. Increasing the order of the matrices used as keys in the Hill cipher undoubtedly strengthen the Hill encryption algorithm. When we increase the order of the matrices, the Hill cipher is more complex to decode as it would be hard to find the inverse matrices, hence hard to break. The proposed approach generates invertible high order matrix keys sequentially within a chosen order. However, the choice of an order is flexible. The actual key to be used is dynamically selected from a pool of candidate matrix keys. Our system for generating high order matrix keys was repeatedly run for several times, generating invertible high order matrices that are successfully pooled. The system also successfully randomly selected one matrix key from the pool. This approach eliminates repeated use of the same matrix key over and over. It strengthens the Hill cipher algorithm by complicating obvious brute force attacks. The algorithm's performances are anticipated to outclass those of the original Hill model.","","978-1-7281-9520-9","10.1109/IMITEC50163.2020.9334140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9334140","Hill cipher;High order matrices","Ciphers;Scalability;Robustness;Encryption;Personnel;Information technology;Testing","cryptography;matrix inversion","invertible high order matrices;Hill cipher algorithm;invertible high order matrix keys;low order matrix keys;matrix inverses;candidate matrix keys","","","","14","","1 Feb 2021","","","IEEE","IEEE Conferences"
"Complexity Determination of Stream Cipher Sequence based on Discrete-Time Signal Transformation","S. B. Sadkhan","University of Babylon,I.T. College-Information Network Dept.,Babil,IRAQ","2020 1st. Information Technology To Enhance e-learning and Other Application (IT-ELA","13 Nov 2020","2020","","","144","147","Recently, stream cipher systems have played a big role, especially in computer networks. Stream cipher systems depend on Pseudo-Random (P.R.) binary key sequences which are mixed with the plaintexts using addition with modulo two to produce the ciphertexts. The PR key sequences are characterized by three properties which are complexity, period, and randomness. In order to determine the Complexity degree of these Pseudo-Random sequences, many methods and techniques were used, like statistical method, Berlekamp-Massey method, information theory parameters method, and software computing techniques (Fuzzy logic, Neural Networks, Genetic Algorithms, and Adaptive Neural Fuzzy Inference System -ANFIS-). The main aim of this paper is to use a proposed method to determine the complexity degree of these Pseudo-Random sequences using one of the properties of the Z-transform, which is periodic sequence property. This proposed method enables the researchers to compute the complexity degree of any periodic sequence produced from linear or nonlinear generators, and accurate results are obtained. The steps of the proposed procedure are given, two different examples are illustrated one of them for a P.R. sequence over G.F. (2), and the second example for P.R. sequence over G.F. (5).","","978-1-7281-8233-9","10.1109/IT-ELA50150.2020.9253070","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9253070","Stream cipher;PRS;complexity evaluation","Fuzzy logic;Ciphers;Statistical analysis;Neural networks;Transforms;Software;Complexity theory","cryptography;error correction;fuzzy neural nets;genetic algorithms;matrix algebra;polynomials;shift registers","complexity determination;stream cipher sequence;discrete-time signal transformation;stream cipher systems;computer networks;binary key sequences;PR key sequences;complexity degree;pseudorandom sequence;statistical method;Berlekamp-Massey method;information theory parameters method;software computing techniques;adaptive neural fuzzy inference system;periodic sequence property;neural networks","","6","","21","","13 Nov 2020","","","IEEE","IEEE Conferences"
"Multi-Channel Simultaneous Encryption in WDM Systems of PSK Y-00 Quantum Stream Cipher","K. Tanizawa; F. Futami","Tamagawa University,Quantum ICT Research Institute,Tokyo,Japan; Tamagawa University,Quantum ICT Research Institute,Tokyo,Japan","2020 Opto-Electronics and Communications Conference (OECC)","3 Dec 2020","2020","","","1","3","A cost-effective WDM cipher system based on signal masking by quantum (shot) noise is proposed. Four 12-Gbaud QPSK channels are simultaneously converted to Y-00 ciphers with 2<sup>18</sup> phase levels by a common phase randomization component.","2166-8892","978-1-7281-5445-9","10.1109/OECC48412.2020.9273613","Telecommunications Advancement Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9273613","optical fiber communications;stream cipher;direct data encryption;physical layer security","Encryption;Phase shift keying;Ciphers;Wavelength division multiplexing;Optical receivers;Optical fibers;Optical attenuators","optical fibre communication;optical modulation;quadrature phase shift keying;quantum cryptography;shot noise;wavelength division multiplexing","multichannel simultaneous encryption;PSK Y-00 Quantum Stream Cipher;cost-effective WDM cipher system;signal masking;QPSK channels;quantum noise;shot noise;phase randomization component","","","","11","","3 Dec 2020","","","IEEE","IEEE Conferences"
"Research on the design and implementation of two dimensional hyper chaotic sequence cipher algorithm","S. Liu","Software School,University of Science and Technology LiaoNing Anshan 114051 China","2017 Sixth International Conference on Future Generation Communication Technologies (FGCT)","16 Nov 2017","2017","","","1","4","In the information age of today, with the rapid development and wide application of communication technology and network technology, more and more information has been transmitted through the network and information security and protection is becoming more and more important, the cryptography theory and technology have become an important research field in Information Science and technology. In recent years, many researchers have found that there is a close relationship between chaos and cryptography. Chaotic system to initial conditions is extremely sensitive and can produce a large number of with good cryptographic properties of class randomness, correlation, complexity and wide spectrum sequence, provides a new and effective means for data encryption. But chaotic cryptography, as a new cross discipline, is still in its initial stage of development. Although many chaotic encryption schemes have been proposed, the method of chaotic cryptography is not yet fully mature. The research is carried out under such a background, to be used in chaotic map of the chaotic cipher system, chaotic sequence cipher, used for key generation of chaotic random number generators and other key problems is discussed. For one-dimensional chaotic encryption algorithm, key space small, security is not higher defect, this paper selects logistic mapping coupled to generate twodimensional hyper chaotic system as the research object, the research focus on the hyper chaotic sequence in the application of data encryption, in chaotic data encryption algorithm to make some beneficial attempts, at the same time, the research on applications of chaos in data encryption to do some exploring.","2377-2638","978-1-5090-6745-9","10.1109/FGCT.2017.8103730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8103730","component;Two dimensional hyper chaos;Sequence cipher;Chaotic sequence generator;Builder FPGA","Chaotic communication;Encryption;Ciphers;Algorithm design and analysis;Entropy","chaos;chaotic communication;cryptography;random number generation","chaotic cipher system;chaotic random number generators;one-dimensional chaotic encryption algorithm;chaotic data encryption algorithm;dimensional hyper chaotic sequence cipher algorithm;network technology;cryptography theory;wide spectrum sequence;chaotic cryptography;cryptographic properties;two-dimensional hyper chaotic system","","","","15","","16 Nov 2017","","","IEEE","IEEE Conferences"
"A proposed Development of Clock Control Stream Cipher based on Suitable Attack","S. B. Sadkhan","University of Babylon,SMIEEE IT College,Information Network Dept.,Babil,IRAQ","2020 1st. Information Technology To Enhance e-learning and Other Application (IT-ELA","13 Nov 2020","2020","","","165","170","The feedback shift registers (FSR) is known to allow produce sequences with large period and fast realization. It is well known that building block used for constructing a key-stream generator, consists of a control register CR and a clock-controlled generating register (GR). The estimation of the sequence period generated by a clock-controlled (LFSR) with an irreducible feedback polynomial and an arbitrary structure of the control sequence is an important aspect in the stream cipher design. This paper offers attacks on stream cipher and concentrate on the algebraic attack because it represents the most important one among the other types of attacks. Also, the paper presents developed clock control sequence generator based on combiner with an increase in the complexity of the structure.","","978-1-7281-8233-9","10.1109/IT-ELA50150.2020.9253074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9253074","Clock Control;Attack;Cryptanalysis;stream cipher","Ciphers;Shift registers;Generators;Complexity theory;Information technology;Clocks;Periodic structures","clocks;cryptography;feedback;polynomials;shift registers","clock control stream cipher;suitable attack;feedback shift registers;produce sequences;fast realization;key-stream generator;control register;clock-controlled generating register;sequence period;irreducible feedback polynomial;stream cipher design;algebraic attack;clock control sequence generator","","7","","25","","13 Nov 2020","","","IEEE","IEEE Conferences"
"ASIC Implementation of Rabbit Stream Cipher Encryption for Data","P. N.; C. S.; S. M. Rehman","Dr. Ambedkar Institute of Technology,ECE dept.,Bengaluru,INDIA; Dr. Ambedkar Institute of Technology,ECE dept.,Bengaluru,INDIA; Sun Softronics,Bengaluru,INDIA","2019 IEEE International WIE Conference on Electrical and Computer Engineering (WIECON-ECE)","2 Mar 2020","2019","","","1","4","Over a network to secure information and to remain confidential cryptography plays a very important role in today's life. Cryptography is an method of converting information to a non-understandable form and then being able to convert it to the understandable form by the recipient. High level of security can be used for computing small power using lightweight stream ciphers. The new pipelined approach is proposed for Stream encryption means each letter one by one followed by the changing the encryption key after each letter. Here the work presents the design, simulation, and synthesis. Further the design is developed using cadence EDA physical design tools for optimizations on constraints like area, delay and low power consumption. Validation of data transmission in secure form (i.e., audio, image and text) using rabbit stream cipher algorithm is done. The rabbit algorithm is implemented using Verilog HDL simulated using Modelsim 10.4a synthesis using Xilinx ISE Design Suit 14.2 and also CADENCE.","","978-1-7281-4499-3","10.1109/WIECON-ECE48653.2019.9019903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9019903","Audio;CADENCE;Image;Intellectual property;rabbit stream cipher;key length;verilog HDL","Ciphers;Application specific integrated circuits;Cryptography;Hardware design languages;Integrated circuit synthesis;Low-power electronics","application specific integrated circuits;cryptography;hardware description languages;integrated circuit design;low-power electronics","Xilinx ISE Design Suit 14;rabbit algorithm;data transmission;low power consumption;cadence EDA physical design tools;encryption key;Stream encryption;lightweight stream ciphers;confidential cryptography;rabbit Stream cipher encryption;ASIC implementation","","","","10","","2 Mar 2020","","","IEEE","IEEE Conferences"
"Accelerated Software Implementation of Authenticated Encryption Stream Ciphers for High Speed Applications","S. Taha; H. Mostafa","Cairo University,Department of Electronics and Communications Engineering,Egypt; University of Science and technology, Nanotechnology and Nanoelectronics Program, Zewail City of Science and Technology,October Gardens, 6th of October, Giza,Egypt,12578","2019 31st International Conference on Microelectronics (ICM)","5 Mar 2020","2019","","","27","31","In this paper software implementation performance of CAESAR's competition round 3 Authenticated Encryption (AE) stream cipher algorithms is improved using Xilinx SDSoC tool. Xilinx SDSoC (Software Defined System-on-Chip) tool accelerates designs running on Zynq 7000 devices by implement heterogeneous co-design run on FPGA-CPU platform. AE schemes are providing both confidentiality and integrity of data which have a major role in wide number of applications such as IoT, Automotive, Medical devices, Sensors and real world protocols like TLS, SSH or IPsec. AE can be implemented either in software or in hardware. This paper will show that using SW-HW co-design improves the speed of the software implementation for ACORN, AEGIS, MORUS and Tiaoxin AE stream cipher algorithms.","","978-1-7281-4058-2","10.1109/ICM48031.2019.9021655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9021655","Authenticated Encryption;ACORN;MORUS;AEGIS;Tiaoxin;Stream Ciphers;CAESAR;SDSoC","Registers;Ciphers;Field programmable gate arrays;Clocks;Software;Software algorithms;Encryption","cryptography;field programmable gate arrays;protocols;system-on-chip","accelerated Software implementation;Authenticated Encryption stream ciphers;high speed applications;CAESAR's competition round;Xilinx SDSoC tool;System-on-Chip;Zynq 7000 devices;FPGA-CPU platform;confidentiality;Medical devices;SW-HW co-design;Tiaoxin AE stream cipher algorithms;heterogeneous co-design;software implementation performance","","","","20","","5 Mar 2020","","","IEEE","IEEE Conferences"
"Fuzzy stream cipher system","I. V. Anikin; K. Alnajjar","Information Security Systems Department, Kazan National Research Technical University named after A.N.Tupolev, 420111, Russia; Information Security Systems Department, Kazan National Research Technical University named after A.N.Tupolev, 420111, Russia","2015 International Siberian Conference on Control and Communications (SIBCON)","2 Jul 2015","2015","","","1","4","In this paper a fuzzy synchronous stream cipher system has been proposed. We have constructed system in the form of a non-linear feedback shift register to obtain a pseudo-random noise very similar to real random bits stream. The suggested system is deterministic so the same parameters of the fuzzy pseudo-random generator will give the same random bits sequence. The designed system is simple and suitable for various telecommunication ciphering applications, we introduced it in a general way. The generated pseudo-random sequence passed successfully through 15 randomness tests.","","978-1-4799-7103-9","10.1109/SIBCON.2015.7146976","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7146976","Stream cipher;PN (Pseudo-random Noise);LFSR;Fuzzy Logic;Statistical Randomness Tests","Ciphers;Generators;Polynomials;Fuzzy logic;NIST;Random sequences","cryptography;fuzzy set theory","fuzzy synchronous stream cipher system;nonlinear feedback shift register;pseudo random noise;real random bits stream;fuzzy pseudorandom generator;random bits sequence;telecommunication ciphering applications;generated pseudorandom sequence;cryptography","","9","","6","","2 Jul 2015","","","IEEE","IEEE Conferences"
